,date,county,state,fips,cases,deaths
93827,2021-03-27,Accomack,Virginia,51001,2695,37
93828,2021-03-27,Albemarle,Virginia,51003,5237,76
93830,2021-03-27,Alleghany,Virginia,51005,1271,49
93831,2021-03-27,Amelia,Virginia,51007,816,27
93832,2021-03-27,Amherst,Virginia,51009,2779,33
93833,2021-03-27,Appomattox,Virginia,51011,1474,23
93834,2021-03-27,Arlington,Virginia,51013,14081,245
93835,2021-03-27,Augusta,Virginia,51015,5379,66
93836,2021-03-27,Bath,Virginia,51017,251,10
93837,2021-03-27,Bedford,Virginia,51019,6040,97
93838,2021-03-27,Bland,Virginia,51021,639,10
93839,2021-03-27,Botetourt,Virginia,51023,2394,34
93841,2021-03-27,Brunswick,Virginia,51025,1252,20
93842,2021-03-27,Buchanan,Virginia,51027,1355,36
93843,2021-03-27,Buckingham,Virginia,51029,2061,28
93845,2021-03-27,Campbell,Virginia,51031,4190,81
93846,2021-03-27,Caroline,Virginia,51033,1981,31
93847,2021-03-27,Carroll,Virginia,51035,2235,65
93848,2021-03-27,Charles City,Virginia,51036,441,15
93849,2021-03-27,Charlotte,Virginia,51037,793,16
93852,2021-03-27,Chesterfield,Virginia,51041,25199,390
93853,2021-03-27,Clarke,Virginia,51043,884,18
93856,2021-03-27,Craig,Virginia,51045,268,5
93857,2021-03-27,Culpeper,Virginia,51047,4252,56
93858,2021-03-27,Cumberland,Virginia,51049,414,9
93860,2021-03-27,Dickenson,Virginia,51051,902,15
93861,2021-03-27,Dinwiddie,Virginia,51053,1955,42
93863,2021-03-27,Essex,Virginia,51057,696,8
93864,2021-03-27,Fairfax,Virginia,51059,70898,1036
93867,2021-03-27,Fauquier,Virginia,51061,4232,61
93868,2021-03-27,Floyd,Virginia,51063,788,20
93869,2021-03-27,Fluvanna,Virginia,51065,1563,17
93870,2021-03-27,Franklin,Virginia,51067,3821,71
93872,2021-03-27,Frederick,Virginia,51069,7169,94
93875,2021-03-27,Giles,Virginia,51071,1149,18
93876,2021-03-27,Gloucester,Virginia,51073,2040,45
93877,2021-03-27,Goochland,Virginia,51075,1300,20
93878,2021-03-27,Grayson,Virginia,51077,1202,31
93879,2021-03-27,Greene,Virginia,51079,1115,15
93880,2021-03-27,Greensville,Virginia,51081,1512,24
93881,2021-03-27,Halifax,Virginia,51083,2654,72
93883,2021-03-27,Hanover,Virginia,51085,7226,147
93885,2021-03-27,Henrico,Virginia,51087,22946,567
93886,2021-03-27,Henry,Virginia,51089,4365,120
93887,2021-03-27,Highland,Virginia,51091,103,1
93889,2021-03-27,Isle of Wight,Virginia,51093,2881,58
93890,2021-03-27,James City,Virginia,51095,4202,69
93893,2021-03-27,King and Queen,Virginia,51097,348,8
93891,2021-03-27,King George,Virginia,51099,1515,18
93892,2021-03-27,King William,Virginia,51101,1061,10
93894,2021-03-27,Lancaster,Virginia,51103,682,15
93895,2021-03-27,Lee,Virginia,51105,2354,45
93897,2021-03-27,Loudoun,Virginia,51107,25011,268
93898,2021-03-27,Louisa,Virginia,51109,1777,27
93899,2021-03-27,Lunenburg,Virginia,51111,717,10
93901,2021-03-27,Madison,Virginia,51113,559,14
93905,2021-03-27,Mathews,Virginia,51115,575,12
93906,2021-03-27,Mecklenburg,Virginia,51117,2134,61
93907,2021-03-27,Middlesex,Virginia,51119,551,18
93908,2021-03-27,Montgomery,Virginia,51121,8724,86
93909,2021-03-27,Nelson,Virginia,51125,860,12
