,date,county,state,fips,cases,yest,diff
91011,2021-03-27,Arkansas,Arkansas,05001,2072,2071,1
91012,2021-03-27,Ashley,Arkansas,05003,1894,1894,0
91013,2021-03-27,Baxter,Arkansas,05005,3059,3054,5
91014,2021-03-27,Benton,Arkansas,05007,28070,28042,28
91015,2021-03-27,Boone,Arkansas,05009,3735,3733,2
91016,2021-03-27,Bradley,Arkansas,05011,1352,1349,3
91017,2021-03-27,Calhoun,Arkansas,05013,409,409,0
91018,2021-03-27,Carroll,Arkansas,05015,2747,2745,2
91019,2021-03-27,Chicot,Arkansas,05017,1609,1609,0
91020,2021-03-27,Clark,Arkansas,05019,2078,2076,2
91021,2021-03-27,Clay,Arkansas,05021,1721,1721,0
91022,2021-03-27,Cleburne,Arkansas,05023,1940,1937,3
91023,2021-03-27,Cleveland,Arkansas,05025,937,937,0
91024,2021-03-27,Columbia,Arkansas,05027,2314,2313,1
91025,2021-03-27,Conway,Arkansas,05029,2186,2186,0
91026,2021-03-27,Craighead,Arkansas,05031,13055,13048,7
91027,2021-03-27,Crawford,Arkansas,05033,6968,6963,5
91028,2021-03-27,Crittenden,Arkansas,05035,5853,5851,2
91029,2021-03-27,Cross,Arkansas,05037,1916,1916,0
91030,2021-03-27,Dallas,Arkansas,05039,756,756,0
91031,2021-03-27,Desha,Arkansas,05041,1355,1355,0
91032,2021-03-27,Drew,Arkansas,05043,1981,1980,1
91033,2021-03-27,Faulkner,Arkansas,05045,12153,12147,6
91034,2021-03-27,Franklin,Arkansas,05047,1668,1667,1
91035,2021-03-27,Fulton,Arkansas,05049,1098,1098,0
91036,2021-03-27,Garland,Arkansas,05051,10021,10018,3
91037,2021-03-27,Grant,Arkansas,05053,1631,1628,3
91038,2021-03-27,Greene,Arkansas,05055,5999,5995,4
91039,2021-03-27,Hempstead,Arkansas,05057,1976,1972,4
91040,2021-03-27,Hot Spring,Arkansas,05059,4986,4975,11
91041,2021-03-27,Howard,Arkansas,05061,1637,1636,1
91042,2021-03-27,Independence,Arkansas,05063,3709,3709,0
91043,2021-03-27,Izard,Arkansas,05065,1654,1654,0
91044,2021-03-27,Jackson,Arkansas,05067,3203,3203,0
91045,2021-03-27,Jefferson,Arkansas,05069,8727,8725,2
91046,2021-03-27,Johnson,Arkansas,05071,2875,2873,2
91047,2021-03-27,Lafayette,Arkansas,05073,541,541,0
91048,2021-03-27,Lawrence,Arkansas,05075,2065,2064,1
91049,2021-03-27,Lee,Arkansas,05077,1655,1655,0
91050,2021-03-27,Lincoln,Arkansas,05079,3176,3176,0
91051,2021-03-27,Little River,Arkansas,05081,1217,1216,1
91052,2021-03-27,Logan,Arkansas,05083,2206,2206,0
91053,2021-03-27,Lonoke,Arkansas,05085,7037,7036,1
91054,2021-03-27,Madison,Arkansas,05087,1435,1435,0
91055,2021-03-27,Marion,Arkansas,05089,1027,1027,0
91056,2021-03-27,Miller,Arkansas,05091,4196,4196,0
91057,2021-03-27,Mississippi,Arkansas,05093,5740,5738,2
91058,2021-03-27,Monroe,Arkansas,05095,859,859,0
91059,2021-03-27,Montgomery,Arkansas,05097,750,750,0
91060,2021-03-27,Nevada,Arkansas,05099,816,817,-1
91061,2021-03-27,Newton,Arkansas,05101,705,705,0
91062,2021-03-27,Ouachita,Arkansas,05103,2286,2286,0
91063,2021-03-27,Perry,Arkansas,05105,820,820,0
91064,2021-03-27,Phillips,Arkansas,05107,1735,1735,0
91065,2021-03-27,Pike,Arkansas,05109,997,997,0
91066,2021-03-27,Poinsett,Arkansas,05111,3111,3111,0
91067,2021-03-27,Polk,Arkansas,05113,1958,1957,1
91068,2021-03-27,Pope,Arkansas,05115,7838,7836,2
91069,2021-03-27,Prairie,Arkansas,05117,887,887,0
91070,2021-03-27,Pulaski,Arkansas,05119,38239,38213,26
91071,2021-03-27,Randolph,Arkansas,05121,2049,2049,0
91078,2021-03-27,St. Francis,Arkansas,05123,3501,3500,1
91072,2021-03-27,Saline,Arkansas,05125,11702,11693,9
91073,2021-03-27,Scott,Arkansas,05127,927,927,0
91074,2021-03-27,Searcy,Arkansas,05129,668,668,0
91075,2021-03-27,Sebastian,Arkansas,05131,15004,15001,3
91076,2021-03-27,Sevier,Arkansas,05133,2775,2775,0
91077,2021-03-27,Sharp,Arkansas,05135,1548,1547,1
91079,2021-03-27,Stone,Arkansas,05137,982,982,0
91080,2021-03-27,Union,Arkansas,05139,3913,3911,2
91082,2021-03-27,Van Buren,Arkansas,05141,1240,1240,0
91083,2021-03-27,Washington,Arkansas,05143,30136,30121,15
91084,2021-03-27,White,Arkansas,05145,7784,7779,5
91085,2021-03-27,Woodruff,Arkansas,05147,632,632,0
91086,2021-03-27,Yell,Arkansas,05149,3406,3406,0
91081,2021-03-27,Unknown,Arkansas,,2953,2956,-3
