,date,county,state,fips,cases,deaths
91218,2021-03-27,Kent,Delaware,10001,15338,322
91219,2021-03-27,New Castle,Delaware,10003,54554,767
91220,2021-03-27,Sussex,Delaware,10005,23606,455
91221,2021-03-27,Unknown,Delaware,,203,0
