,date,county,state,fips,cases,yest,diff
93809,2021-03-27,Addison,Vermont,50001,896,892,4
93810,2021-03-27,Bennington,Vermont,50003,1651,1646,5
93811,2021-03-27,Caledonia,Vermont,50005,638,633,5
93812,2021-03-27,Chittenden,Vermont,50007,5906,5870,36
93813,2021-03-27,Essex,Vermont,50009,207,207,0
93814,2021-03-27,Franklin,Vermont,50011,1647,1627,20
93815,2021-03-27,Grand Isle,Vermont,50013,164,164,0
93816,2021-03-27,Lamoille,Vermont,50015,672,667,5
93817,2021-03-27,Orange,Vermont,50017,545,546,-1
93818,2021-03-27,Orleans,Vermont,50019,839,835,4
93819,2021-03-27,Rutland,Vermont,50021,1632,1607,25
93821,2021-03-27,Washington,Vermont,50023,1577,1574,3
93822,2021-03-27,Windham,Vermont,50025,1074,1069,5
93823,2021-03-27,Windsor,Vermont,50027,1163,1152,11
93820,2021-03-27,Unknown,Vermont,,12,9,3
