,date,county,state,fips,cases,yest,diff
92087,2021-03-27,Androscoggin,Maine,23001,5209,5188,21
92088,2021-03-27,Aroostook,Maine,23003,1387,1380,7
92089,2021-03-27,Cumberland,Maine,23005,13779,13728,51
92090,2021-03-27,Franklin,Maine,23007,976,973,3
92091,2021-03-27,Hancock,Maine,23009,1025,1017,8
92092,2021-03-27,Kennebec,Maine,23011,4204,4185,19
92093,2021-03-27,Knox,Maine,23013,795,792,3
92094,2021-03-27,Lincoln,Maine,23015,647,642,5
92095,2021-03-27,Oxford,Maine,23017,2494,2480,14
92096,2021-03-27,Penobscot,Maine,23019,4519,4489,30
92097,2021-03-27,Piscataquis,Maine,23021,377,375,2
92098,2021-03-27,Sagadahoc,Maine,23023,962,958,4
92099,2021-03-27,Somerset,Maine,23025,1353,1341,12
92101,2021-03-27,Waldo,Maine,23027,689,687,2
92102,2021-03-27,Washington,Maine,23029,760,758,2
92103,2021-03-27,York,Maine,23031,10475,10449,26
92100,2021-03-27,Unknown,Maine,,2,1,1
