,date,county,state,fips,cases,deaths
93999,2021-03-27,Barbour,West Virginia,54001,1313,24
94000,2021-03-27,Berkeley,West Virginia,54003,10520,116
94001,2021-03-27,Boone,West Virginia,54005,1731,37
94002,2021-03-27,Braxton,West Virginia,54007,832,1
94003,2021-03-27,Brooke,West Virginia,54009,2058,60
94004,2021-03-27,Cabell,West Virginia,54011,8352,174
94005,2021-03-27,Calhoun,West Virginia,54013,242,0
94006,2021-03-27,Clay,West Virginia,54015,388,8
94007,2021-03-27,Doddridge,West Virginia,54017,512,6
94008,2021-03-27,Fayette,West Virginia,54019,2941,74
94009,2021-03-27,Gilmer,West Virginia,54021,728,8
94010,2021-03-27,Grant,West Virginia,54023,1163,27
94011,2021-03-27,Greenbrier,West Virginia,54025,2484,60
94012,2021-03-27,Hampshire,West Virginia,54027,1601,32
94013,2021-03-27,Hancock,West Virginia,54029,2627,95
94014,2021-03-27,Hardy,West Virginia,54031,1379,23
94015,2021-03-27,Harrison,West Virginia,54033,5103,77
94016,2021-03-27,Jackson,West Virginia,54035,1762,57
94017,2021-03-27,Jefferson,West Virginia,54037,3952,46
94018,2021-03-27,Kanawha,West Virginia,54039,12912,328
94019,2021-03-27,Lewis,West Virginia,54041,1091,20
94020,2021-03-27,Lincoln,West Virginia,54043,1349,20
94021,2021-03-27,Logan,West Virginia,54045,2924,83
94025,2021-03-27,McDowell,West Virginia,54047,1407,22
94022,2021-03-27,Marion,West Virginia,54049,3895,48
94023,2021-03-27,Marshall,West Virginia,54051,3163,72
94024,2021-03-27,Mason,West Virginia,54053,1856,40
94026,2021-03-27,Mercer,West Virginia,54055,4366,120
94027,2021-03-27,Mineral,West Virginia,54057,2629,80
94028,2021-03-27,Mingo,West Virginia,54059,2284,36
94029,2021-03-27,Monongalia,West Virginia,54061,8587,85
94030,2021-03-27,Monroe,West Virginia,54063,1011,15
94031,2021-03-27,Morgan,West Virginia,54065,1001,16
94032,2021-03-27,Nicholas,West Virginia,54067,1364,15
94033,2021-03-27,Ohio,West Virginia,54069,3810,77
94034,2021-03-27,Pendleton,West Virginia,54071,652,7
94035,2021-03-27,Pleasants,West Virginia,54073,819,18
94036,2021-03-27,Pocahontas,West Virginia,54075,615,9
94037,2021-03-27,Preston,West Virginia,54077,2700,46
94038,2021-03-27,Putnam,West Virginia,54079,4497,88
94039,2021-03-27,Raleigh,West Virginia,54081,5377,67
94040,2021-03-27,Randolph,West Virginia,54083,2449,12
94041,2021-03-27,Ritchie,West Virginia,54085,639,11
94042,2021-03-27,Roane,West Virginia,54087,518,8
94043,2021-03-27,Summers,West Virginia,54089,723,23
94044,2021-03-27,Taylor,West Virginia,54091,1143,21
94045,2021-03-27,Tucker,West Virginia,54093,516,10
94046,2021-03-27,Tyler,West Virginia,54095,657,8
94047,2021-03-27,Upshur,West Virginia,54097,1769,32
94048,2021-03-27,Wayne,West Virginia,54099,2729,34
94049,2021-03-27,Webster,West Virginia,54101,441,7
94050,2021-03-27,Wetzel,West Virginia,54103,1156,24
94051,2021-03-27,Wirt,West Virginia,54105,368,3
94052,2021-03-27,Wood,West Virginia,54107,7404,163
94053,2021-03-27,Wyoming,West Virginia,54109,1807,38
