,date,county,state,fips,cases,yest,diff
93429,2021-03-27,Anderson,Tennessee,47001,8413,8413,0
93430,2021-03-27,Bedford,Tennessee,47003,6163,6163,0
93431,2021-03-27,Benton,Tennessee,47005,1561,1561,0
93432,2021-03-27,Bledsoe,Tennessee,47007,2067,2067,0
93433,2021-03-27,Blount,Tennessee,47009,14643,14643,0
93434,2021-03-27,Bradley,Tennessee,47011,13914,13914,0
93435,2021-03-27,Campbell,Tennessee,47013,3991,3991,0
93436,2021-03-27,Cannon,Tennessee,47015,1845,1845,0
93437,2021-03-27,Carroll,Tennessee,47017,3528,3528,0
93438,2021-03-27,Carter,Tennessee,47019,6164,6164,0
93439,2021-03-27,Cheatham,Tennessee,47021,4192,4192,0
93440,2021-03-27,Chester,Tennessee,47023,2066,2066,0
93441,2021-03-27,Claiborne,Tennessee,47025,2956,2956,0
93442,2021-03-27,Clay,Tennessee,47027,1076,1076,0
93443,2021-03-27,Cocke,Tennessee,47029,4318,4318,0
93444,2021-03-27,Coffee,Tennessee,47031,6665,6665,0
93445,2021-03-27,Crockett,Tennessee,47033,1977,1977,0
93446,2021-03-27,Cumberland,Tennessee,47035,6305,6305,0
93447,2021-03-27,Davidson,Tennessee,47037,93782,93782,0
93449,2021-03-27,Decatur,Tennessee,47039,1557,1557,0
93448,2021-03-27,DeKalb,Tennessee,47041,2719,2719,0
93450,2021-03-27,Dickson,Tennessee,47043,6471,6471,0
93451,2021-03-27,Dyer,Tennessee,47045,5304,5304,0
93452,2021-03-27,Fayette,Tennessee,47047,4780,4780,0
93453,2021-03-27,Fentress,Tennessee,47049,2342,2342,0
93454,2021-03-27,Franklin,Tennessee,47051,4964,4964,0
93455,2021-03-27,Gibson,Tennessee,47053,6269,6269,0
93456,2021-03-27,Giles,Tennessee,47055,3841,3841,0
93457,2021-03-27,Grainger,Tennessee,47057,2506,2506,0
93458,2021-03-27,Greene,Tennessee,47059,7472,7472,0
93459,2021-03-27,Grundy,Tennessee,47061,1738,1738,0
93460,2021-03-27,Hamblen,Tennessee,47063,8326,8326,0
93461,2021-03-27,Hamilton,Tennessee,47065,42361,42332,29
