,date,county,state,fips,cases,yest,diff
94216,2021-03-28,Aleutians East Borough,Alaska,02013,363,363,0
94217,2021-03-28,Aleutians West Census Area,Alaska,02016,650,650,0
94218,2021-03-28,Anchorage,Alaska,02020,27915,27915,0
94219,2021-03-28,Bethel Census Area,Alaska,02050,3750,3750,0
94221,2021-03-28,Denali Borough,Alaska,02068,85,85,0
94222,2021-03-28,Dillingham Census Area,Alaska,02070,207,207,0
94223,2021-03-28,Fairbanks North Star Borough,Alaska,02090,6497,6497,0
94224,2021-03-28,Haines Borough,Alaska,02100,26,26,0
94225,2021-03-28,Juneau City and Borough,Alaska,02110,1257,1257,0
94226,2021-03-28,Kenai Peninsula Borough,Alaska,02122,4070,4070,0
94227,2021-03-28,Ketchikan Gateway Borough,Alaska,02130,372,372,0
94228,2021-03-28,Kodiak Island Borough,Alaska,02150,1065,1065,0
94229,2021-03-28,Kusilvak Census Area,Alaska,02158,1218,1218,0
94230,2021-03-28,Matanuska-Susitna Borough,Alaska,02170,9719,9719,0
94231,2021-03-28,Nome Census Area,Alaska,02180,335,335,0
94232,2021-03-28,North Slope Borough,Alaska,02185,1030,1030,0
94233,2021-03-28,Northwest Arctic Borough,Alaska,02188,596,596,0
94234,2021-03-28,Petersburg Borough,Alaska,02195,145,145,0
94235,2021-03-28,Prince of Wales-Hyder Census Area,Alaska,02198,77,77,0
94236,2021-03-28,Sitka City and Borough,Alaska,02220,319,319,0
94237,2021-03-28,Skagway Municipality,Alaska,02230,19,19,0
94238,2021-03-28,Southeast Fairbanks Census Area,Alaska,02240,596,596,0
94240,2021-03-28,Valdez-Cordova Census Area,Alaska,02261,536,536,0
94241,2021-03-28,Wrangell City and Borough,Alaska,02275,30,30,0
94243,2021-03-28,Yukon-Koyukuk Census Area,Alaska,02290,348,348,0
94220,2021-03-28,Bristol Bay plus Lake and Peninsula,Alaska,02997,184,184,0
94242,2021-03-28,Yakutat plus Hoonah-Angoon,Alaska,02998,69,69,0
94239,2021-03-28,Unknown,Alaska,,266,266,0
