,date,county,state,fips,cases,deaths
95564,2021-03-28,Adams,Mississippi,28001,2413,81
95565,2021-03-28,Alcorn,Mississippi,28003,2949,63
95566,2021-03-28,Amite,Mississippi,28005,1178,37
95567,2021-03-28,Attala,Mississippi,28007,2128,73
95568,2021-03-28,Benton,Mississippi,28009,964,25
95569,2021-03-28,Bolivar,Mississippi,28011,4741,125
95570,2021-03-28,Calhoun,Mississippi,28013,1617,30
95571,2021-03-28,Carroll,Mississippi,28015,1205,25
95572,2021-03-28,Chickasaw,Mississippi,28017,2033,55
95573,2021-03-28,Choctaw,Mississippi,28019,723,16
95574,2021-03-28,Claiborne,Mississippi,28021,1008,30
95575,2021-03-28,Clarke,Mississippi,28023,1747,75
95576,2021-03-28,Clay,Mississippi,28025,1816,54
95577,2021-03-28,Coahoma,Mississippi,28027,2877,75
95578,2021-03-28,Copiah,Mississippi,28029,2882,61
95579,2021-03-28,Covington,Mississippi,28031,2531,80
95580,2021-03-28,DeSoto,Mississippi,28033,20462,246
95581,2021-03-28,Forrest,Mississippi,28035,7468,143
95582,2021-03-28,Franklin,Mississippi,28037,803,22
95583,2021-03-28,George,Mississippi,28039,2365,46
95584,2021-03-28,Greene,Mississippi,28041,1293,33
95585,2021-03-28,Grenada,Mississippi,28043,2526,80
95586,2021-03-28,Hancock,Mississippi,28045,3671,84
95587,2021-03-28,Harrison,Mississippi,28047,17315,298
95588,2021-03-28,Hinds,Mississippi,28049,19644,401
95589,2021-03-28,Holmes,Mississippi,28051,1850,71
95590,2021-03-28,Humphreys,Mississippi,28053,941,31
95591,2021-03-28,Issaquena,Mississippi,28055,168,6
95592,2021-03-28,Itawamba,Mississippi,28057,2942,76
95593,2021-03-28,Jackson,Mississippi,28059,13010,241
95594,2021-03-28,Jasper,Mississippi,28061,2188,47
95595,2021-03-28,Jefferson,Mississippi,28063,641,27
95596,2021-03-28,Jefferson Davis,Mississippi,28065,1040,32
95597,2021-03-28,Jones,Mississippi,28067,8240,156
95598,2021-03-28,Kemper,Mississippi,28069,944,25
95599,2021-03-28,Lafayette,Mississippi,28071,5918,116
95600,2021-03-28,Lamar,Mississippi,28073,6040,84
95601,2021-03-28,Lauderdale,Mississippi,28075,7050,233
95602,2021-03-28,Lawrence,Mississippi,28077,1249,22
95603,2021-03-28,Leake,Mississippi,28079,2593,73
95604,2021-03-28,Lee,Mississippi,28081,9802,168
95605,2021-03-28,Leflore,Mississippi,28083,3459,123
95606,2021-03-28,Lincoln,Mississippi,28085,3840,106
95607,2021-03-28,Lowndes,Mississippi,28087,6218,144
95608,2021-03-28,Madison,Mississippi,28089,9799,207
95609,2021-03-28,Marion,Mississippi,28091,2638,78
95610,2021-03-28,Marshall,Mississippi,28093,4217,99
95611,2021-03-28,Monroe,Mississippi,28095,4042,130
95612,2021-03-28,Montgomery,Mississippi,28097,1250,40
95613,2021-03-28,Neshoba,Mississippi,28099,3952,174
95614,2021-03-28,Newton,Mississippi,28101,2417,57
95615,2021-03-28,Noxubee,Mississippi,28103,1251,31
95616,2021-03-28,Oktibbeha,Mississippi,28105,4514,97
95617,2021-03-28,Panola,Mississippi,28107,4412,102
95618,2021-03-28,Pearl River,Mississippi,28109,4375,137
95619,2021-03-28,Perry,Mississippi,28111,1245,38
95620,2021-03-28,Pike,Mississippi,28113,3134,101
95621,2021-03-28,Pontotoc,Mississippi,28115,4148,72
95622,2021-03-28,Prentiss,Mississippi,28117,2743,58
95623,2021-03-28,Quitman,Mississippi,28119,786,16
95624,2021-03-28,Rankin,Mississippi,28121,13209,272
95625,2021-03-28,Scott,Mississippi,28123,3068,72
95626,2021-03-28,Sharkey,Mississippi,28125,494,17
95627,2021-03-28,Simpson,Mississippi,28127,2848,84
95628,2021-03-28,Smith,Mississippi,28129,1571,34
95629,2021-03-28,Stone,Mississippi,28131,1767,30
95630,2021-03-28,Sunflower,Mississippi,28133,3267,88
95631,2021-03-28,Tallahatchie,Mississippi,28135,1743,40
95632,2021-03-28,Tate,Mississippi,28137,3190,80
95633,2021-03-28,Tippah,Mississippi,28139,2825,68
95634,2021-03-28,Tishomingo,Mississippi,28141,2198,67
95635,2021-03-28,Tunica,Mississippi,28143,1019,25
95636,2021-03-28,Union,Mississippi,28145,4002,74
95637,2021-03-28,Walthall,Mississippi,28147,1293,42
95638,2021-03-28,Warren,Mississippi,28149,4242,117
95639,2021-03-28,Washington,Mississippi,28151,5263,132
95640,2021-03-28,Wayne,Mississippi,28153,2606,41
95641,2021-03-28,Webster,Mississippi,28155,1131,32
95642,2021-03-28,Wilkinson,Mississippi,28157,639,27
95643,2021-03-28,Winston,Mississippi,28159,2250,80
95644,2021-03-28,Yalobusha,Mississippi,28161,1553,36
95645,2021-03-28,Yazoo,Mississippi,28163,3023,67
