,date,county,state,fips,cases,deaths
95913,2021-03-28,Churchill,Nevada,32001,1954,49
95914,2021-03-28,Clark,Nevada,32003,234031,4096
95915,2021-03-28,Douglas,Nevada,32005,2661,35
95916,2021-03-28,Elko,Nevada,32007,4667,53
95917,2021-03-28,Esmeralda,Nevada,32009,38,0
95918,2021-03-28,Eureka,Nevada,32011,50,0
95919,2021-03-28,Humboldt,Nevada,32013,1081,13
95920,2021-03-28,Lander,Nevada,32015,444,9
95921,2021-03-28,Lincoln,Nevada,32017,354,2
95922,2021-03-28,Lyon,Nevada,32019,2906,61
95923,2021-03-28,Mineral,Nevada,32021,305,7
95924,2021-03-28,Nye,Nevada,32023,2865,100
95925,2021-03-28,Pershing,Nevada,32027,943,20
95926,2021-03-28,Storey,Nevada,32029,88,3
95927,2021-03-28,Washoe,Nevada,32031,44007,660
95928,2021-03-28,White Pine,Nevada,32033,558,6
95912,2021-03-28,Carson City,Nevada,32510,6141,122
