,date,county,state,fips,cases,deaths
95476,2021-03-28,Aitkin,Minnesota,27001,1214,36
95477,2021-03-28,Anoka,Minnesota,27003,35192,405
95478,2021-03-28,Becker,Minnesota,27005,3262,48
95479,2021-03-28,Beltrami,Minnesota,27007,3526,54
95480,2021-03-28,Benton,Minnesota,27009,4864,95
95481,2021-03-28,Big Stone,Minnesota,27011,542,4
95482,2021-03-28,Blue Earth,Minnesota,27013,6461,38
95483,2021-03-28,Brown,Minnesota,27015,2720,39
95484,2021-03-28,Carlton,Minnesota,27017,3119,51
95485,2021-03-28,Carver,Minnesota,27019,8703,41
95486,2021-03-28,Cass,Minnesota,27021,2300,26
95487,2021-03-28,Chippewa,Minnesota,27023,1419,35
95488,2021-03-28,Chisago,Minnesota,27025,5186,48
95489,2021-03-28,Clay,Minnesota,27027,7265,89
95490,2021-03-28,Clearwater,Minnesota,27029,737,14
95491,2021-03-28,Cook,Minnesota,27031,137,0
95492,2021-03-28,Cottonwood,Minnesota,27033,1443,20
95493,2021-03-28,Crow Wing,Minnesota,27035,5481,85
95494,2021-03-28,Dakota,Minnesota,27037,38886,409
95495,2021-03-28,Dodge,Minnesota,27039,1606,4
95496,2021-03-28,Douglas,Minnesota,27041,4121,70
95497,2021-03-28,Faribault,Minnesota,27043,1370,18
95498,2021-03-28,Fillmore,Minnesota,27045,1475,9
95499,2021-03-28,Freeborn,Minnesota,27047,3052,26
95500,2021-03-28,Goodhue,Minnesota,27049,4139,69
95501,2021-03-28,Grant,Minnesota,27051,514,8
95502,2021-03-28,Hennepin,Minnesota,27053,106987,1644
95503,2021-03-28,Houston,Minnesota,27055,1610,14
95504,2021-03-28,Hubbard,Minnesota,27057,1634,41
95505,2021-03-28,Isanti,Minnesota,27059,3309,58
95506,2021-03-28,Itasca,Minnesota,27061,3388,51
95507,2021-03-28,Jackson,Minnesota,27063,1011,10
95508,2021-03-28,Kanabec,Minnesota,27065,1186,21
95509,2021-03-28,Kandiyohi,Minnesota,27067,6013,79
95510,2021-03-28,Kittson,Minnesota,27069,426,22
95511,2021-03-28,Koochiching,Minnesota,27071,677,11
95512,2021-03-28,Lac qui Parle,Minnesota,27073,714,21
95513,2021-03-28,Lake,Minnesota,27075,762,19
95514,2021-03-28,Lake of the Woods,Minnesota,27077,249,2
95515,2021-03-28,Le Sueur,Minnesota,27079,2516,22
95516,2021-03-28,Lincoln,Minnesota,27081,534,2
95517,2021-03-28,Lyon,Minnesota,27083,3285,47
95521,2021-03-28,McLeod,Minnesota,27085,3620,54
95518,2021-03-28,Mahnomen,Minnesota,27087,467,7
95519,2021-03-28,Marshall,Minnesota,27089,820,16
95520,2021-03-28,Martin,Minnesota,27091,2017,29
95522,2021-03-28,Meeker,Minnesota,27093,2179,36
95523,2021-03-28,Mille Lacs,Minnesota,27095,2502,47
95524,2021-03-28,Morrison,Minnesota,27097,3614,55
95525,2021-03-28,Mower,Minnesota,27099,4350,31
95526,2021-03-28,Murray,Minnesota,27101,977,8
95527,2021-03-28,Nicollet,Minnesota,27103,2807,42
95528,2021-03-28,Nobles,Minnesota,27105,3912,47
95529,2021-03-28,Norman,Minnesota,27107,494,9
95530,2021-03-28,Olmsted,Minnesota,27109,12284,94
95531,2021-03-28,Otter Tail,Minnesota,27111,5104,71
95532,2021-03-28,Pennington,Minnesota,27113,1473,18
95533,2021-03-28,Pine,Minnesota,27115,2959,20
95534,2021-03-28,Pipestone,Minnesota,27117,1045,24
95535,2021-03-28,Polk,Minnesota,27119,3512,66
95536,2021-03-28,Pope,Minnesota,27121,922,6
95537,2021-03-28,Ramsey,Minnesota,27123,44928,837
95538,2021-03-28,Red Lake,Minnesota,27125,371,5
95539,2021-03-28,Redwood,Minnesota,27127,1546,34
95540,2021-03-28,Renville,Minnesota,27129,1608,43
95541,2021-03-28,Rice,Minnesota,27131,7075,98
95542,2021-03-28,Rock,Minnesota,27133,1190,18
95543,2021-03-28,Roseau,Minnesota,27135,1865,18
95547,2021-03-28,St. Louis,Minnesota,27137,15659,289
95544,2021-03-28,Scott,Minnesota,27139,14490,111
95545,2021-03-28,Sherburne,Minnesota,27141,9465,78
95546,2021-03-28,Sibley,Minnesota,27143,1255,10
95548,2021-03-28,Stearns,Minnesota,27145,19725,209
95549,2021-03-28,Steele,Minnesota,27147,3315,11
95550,2021-03-28,Stevens,Minnesota,27149,774,9
95551,2021-03-28,Swift,Minnesota,27151,933,18
95552,2021-03-28,Todd,Minnesota,27153,2590,30
95553,2021-03-28,Traverse,Minnesota,27155,343,5
95555,2021-03-28,Wabasha,Minnesota,27157,1942,3
95556,2021-03-28,Wadena,Minnesota,27159,1366,20
95557,2021-03-28,Waseca,Minnesota,27161,2194,20
95558,2021-03-28,Washington,Minnesota,27163,23176,272
95559,2021-03-28,Watonwan,Minnesota,27165,1218,9
95560,2021-03-28,Wilkin,Minnesota,27167,728,11
95561,2021-03-28,Winona,Minnesota,27169,4293,49
95562,2021-03-28,Wright,Minnesota,27171,13393,121
95563,2021-03-28,Yellow Medicine,Minnesota,27173,1031,17
95554,2021-03-28,Unknown,Minnesota,,570,78
