,0,1,2,3,4,5
96406,2021-03-26,Adams,Pennsylvania,42001,7922,158
96407,2021-03-26,Allegheny,Pennsylvania,42003,83811,1797
96408,2021-03-26,Armstrong,Pennsylvania,42005,5108,119
96409,2021-03-26,Beaver,Pennsylvania,42007,12991,356
96410,2021-03-26,Bedford,Pennsylvania,42009,3935,130
96411,2021-03-26,Berks,Pennsylvania,42011,39062,924
96412,2021-03-26,Blair,Pennsylvania,42013,11031,312
96413,2021-03-26,Bradford,Pennsylvania,42015,4714,83
96414,2021-03-26,Bucks,Pennsylvania,42017,49685,1174
96415,2021-03-26,Butler,Pennsylvania,42019,14976,384
96416,2021-03-26,Cambria,Pennsylvania,42021,12148,403
96417,2021-03-26,Cameron,Pennsylvania,42023,273,6
96418,2021-03-26,Carbon,Pennsylvania,42025,5280,157
96419,2021-03-26,Centre,Pennsylvania,42027,14225,213
96420,2021-03-26,Chester,Pennsylvania,42029,33278,750
96421,2021-03-26,Clarion,Pennsylvania,42031,2807,88
96422,2021-03-26,Clearfield,Pennsylvania,42033,6992,128
96423,2021-03-26,Clinton,Pennsylvania,42035,3031,57
96424,2021-03-26,Columbia,Pennsylvania,42037,4881,125
96425,2021-03-26,Crawford,Pennsylvania,42039,6643,143
96426,2021-03-26,Cumberland,Pennsylvania,42041,17695,494
96427,2021-03-26,Dauphin,Pennsylvania,42043,22006,515
96428,2021-03-26,Delaware,Pennsylvania,42045,43859,1338
96429,2021-03-26,Elk,Pennsylvania,42047,2498,37
96430,2021-03-26,Erie,Pennsylvania,42049,18474,392
96431,2021-03-26,Fayette,Pennsylvania,42051,11073,286
96432,2021-03-26,Forest,Pennsylvania,42053,1392,21
96433,2021-03-26,Franklin,Pennsylvania,42055,13292,338
96434,2021-03-26,Fulton,Pennsylvania,42057,1178,15
96435,2021-03-26,Greene,Pennsylvania,42059,2806,37
96436,2021-03-26,Huntingdon,Pennsylvania,42061,4515,126
96437,2021-03-26,Indiana,Pennsylvania,42063,5293,160
96438,2021-03-26,Jefferson,Pennsylvania,42065,2947,91
96439,2021-03-26,Juniata,Pennsylvania,42067,1887,81
96440,2021-03-26,Lackawanna,Pennsylvania,42069,15224,433
96441,2021-03-26,Lancaster,Pennsylvania,42071,46948,1077
96442,2021-03-26,Lawrence,Pennsylvania,42073,6506,194
96443,2021-03-26,Lebanon,Pennsylvania,42075,13644,264
96444,2021-03-26,Lehigh,Pennsylvania,42077,33320,804
96445,2021-03-26,Luzerne,Pennsylvania,42079,26614,758
96446,2021-03-26,Lycoming,Pennsylvania,42081,9997,261
96447,2021-03-26,McKean,Pennsylvania,42083,3144,65
96448,2021-03-26,Mercer,Pennsylvania,42085,8471,247
96449,2021-03-26,Mifflin,Pennsylvania,42087,4744,175
96450,2021-03-26,Monroe,Pennsylvania,42089,11057,284
96451,2021-03-26,Montgomery,Pennsylvania,42091,58534,1600
96452,2021-03-26,Montour,Pennsylvania,42093,1812,60
96453,2021-03-26,Northampton,Pennsylvania,42095,29725,673
96454,2021-03-26,Northumberland,Pennsylvania,42097,8446,333
96455,2021-03-26,Perry,Pennsylvania,42099,3145,88
96456,2021-03-26,Philadelphia,Pennsylvania,42101,127770,3262
96457,2021-03-26,Pike,Pennsylvania,42103,3036,50
96458,2021-03-26,Potter,Pennsylvania,42105,976,22
96459,2021-03-26,Schuylkill,Pennsylvania,42107,12676,380
96460,2021-03-26,Snyder,Pennsylvania,42109,3253,82
96461,2021-03-26,Somerset,Pennsylvania,42111,6907,187
96462,2021-03-26,Sullivan,Pennsylvania,42113,340,20
96463,2021-03-26,Susquehanna,Pennsylvania,42115,1928,53
96464,2021-03-26,Tioga,Pennsylvania,42117,2575,97
96465,2021-03-26,Union,Pennsylvania,42119,5399,84
96466,2021-03-26,Venango,Pennsylvania,42121,3498,90
96467,2021-03-26,Warren,Pennsylvania,42123,2264,99
96468,2021-03-26,Washington,Pennsylvania,42125,14785,273
96469,2021-03-26,Wayne,Pennsylvania,42127,3310,70
96470,2021-03-26,Westmoreland,Pennsylvania,42129,28660,702
96471,2021-03-26,Wyoming,Pennsylvania,42131,1338,42
96472,2021-03-26,York,Pennsylvania,42133,38767,746
