,date,county,state,fips,cases,deaths
96147,2021-03-26,Adams,North Dakota,38001,267,3
96148,2021-03-26,Barnes,North Dakota,38003,1319,31
96149,2021-03-26,Benson,North Dakota,38005,1035,18
96150,2021-03-26,Billings,North Dakota,38007,53,0
96151,2021-03-26,Bottineau,North Dakota,38009,702,20
96152,2021-03-26,Bowman,North Dakota,38011,400,5
96153,2021-03-26,Burke,North Dakota,38013,229,1
96154,2021-03-26,Burleigh,North Dakota,38015,14841,187
96155,2021-03-26,Cass,North Dakota,38017,22348,198
96156,2021-03-26,Cavalier,North Dakota,38019,424,5
96157,2021-03-26,Dickey,North Dakota,38021,759,32
96158,2021-03-26,Divide,North Dakota,38023,173,2
96159,2021-03-26,Dunn,North Dakota,38025,369,7
96160,2021-03-26,Eddy,North Dakota,38027,461,6
96161,2021-03-26,Emmons,North Dakota,38029,409,13
96162,2021-03-26,Foster,North Dakota,38031,571,19
96163,2021-03-26,Golden Valley,North Dakota,38033,254,2
96164,2021-03-26,Grand Forks,North Dakota,38035,9999,76
96165,2021-03-26,Grant,North Dakota,38037,188,7
96166,2021-03-26,Griggs,North Dakota,38039,308,2
96167,2021-03-26,Hettinger,North Dakota,38041,322,4
96168,2021-03-26,Kidder,North Dakota,38043,258,10
96169,2021-03-26,LaMoure,North Dakota,38045,505,17
96170,2021-03-26,Logan,North Dakota,38047,220,8
96171,2021-03-26,McHenry,North Dakota,38049,614,22
96172,2021-03-26,McIntosh,North Dakota,38051,325,7
96173,2021-03-26,McKenzie,North Dakota,38053,1191,12
96174,2021-03-26,McLean,North Dakota,38055,1235,30
96175,2021-03-26,Mercer,North Dakota,38057,1093,9
96176,2021-03-26,Morton,North Dakota,38059,4992,98
96177,2021-03-26,Mountrail,North Dakota,38061,1282,17
96178,2021-03-26,Nelson,North Dakota,38063,459,14
96179,2021-03-26,Oliver,North Dakota,38065,154,3
96180,2021-03-26,Pembina,North Dakota,38067,780,11
96181,2021-03-26,Pierce,North Dakota,38069,531,25
96182,2021-03-26,Ramsey,North Dakota,38071,1655,30
96183,2021-03-26,Ransom,North Dakota,38073,630,17
96184,2021-03-26,Renville,North Dakota,38075,311,13
96185,2021-03-26,Richland,North Dakota,38077,1871,17
96186,2021-03-26,Rolette,North Dakota,38079,2133,28
96187,2021-03-26,Sargent,North Dakota,38081,440,6
96188,2021-03-26,Sheridan,North Dakota,38083,105,2
96189,2021-03-26,Sioux,North Dakota,38085,642,11
96190,2021-03-26,Slope,North Dakota,38087,32,0
96191,2021-03-26,Stark,North Dakota,38089,4530,50
96192,2021-03-26,Steele,North Dakota,38091,174,2
96193,2021-03-26,Stutsman,North Dakota,38093,3323,79
96194,2021-03-26,Towner,North Dakota,38095,302,11
96195,2021-03-26,Traill,North Dakota,38097,1006,18
96197,2021-03-26,Walsh,North Dakota,38099,1789,24
96198,2021-03-26,Ward,North Dakota,38101,9341,192
96199,2021-03-26,Wells,North Dakota,38103,437,8
96200,2021-03-26,Williams,North Dakota,38105,4591,37
96196,2021-03-26,Unknown,North Dakota,,32,32
