,date,county,state,fips,cases,deaths
96604,2021-03-26,Aurora,South Dakota,46003,457,15
96605,2021-03-26,Beadle,South Dakota,46005,2852,40
96606,2021-03-26,Bennett,South Dakota,46007,386,9
96607,2021-03-26,Bon Homme,South Dakota,46009,1512,26
96608,2021-03-26,Brookings,South Dakota,46011,3761,37
96609,2021-03-26,Brown,South Dakota,46013,5264,91
96610,2021-03-26,Brule,South Dakota,46015,699,9
96611,2021-03-26,Buffalo,South Dakota,46017,423,13
96612,2021-03-26,Butte,South Dakota,46019,1006,20
96613,2021-03-26,Campbell,South Dakota,46021,131,4
96614,2021-03-26,Charles Mix,South Dakota,46023,1337,21
96615,2021-03-26,Clark,South Dakota,46025,406,5
96616,2021-03-26,Clay,South Dakota,46027,1853,15
96617,2021-03-26,Codington,South Dakota,46029,4180,80
96618,2021-03-26,Corson,South Dakota,46031,475,12
96619,2021-03-26,Custer,South Dakota,46033,779,12
96620,2021-03-26,Davison,South Dakota,46035,3071,67
96621,2021-03-26,Day,South Dakota,46037,683,29
96622,2021-03-26,Deuel,South Dakota,46039,489,8
96623,2021-03-26,Dewey,South Dakota,46041,1435,26
96624,2021-03-26,Douglas,South Dakota,46043,443,9
96625,2021-03-26,Edmunds,South Dakota,46045,490,13
96626,2021-03-26,Fall River,South Dakota,46047,562,15
96627,2021-03-26,Faulk,South Dakota,46049,363,13
96628,2021-03-26,Grant,South Dakota,46051,1005,40
96629,2021-03-26,Gregory,South Dakota,46053,571,30
96630,2021-03-26,Haakon,South Dakota,46055,260,10
96631,2021-03-26,Hamlin,South Dakota,46057,740,38
96632,2021-03-26,Hand,South Dakota,46059,354,6
96633,2021-03-26,Hanson,South Dakota,46061,376,4
96634,2021-03-26,Harding,South Dakota,46063,92,1
96635,2021-03-26,Hughes,South Dakota,46065,2355,36
96636,2021-03-26,Hutchinson,South Dakota,46067,816,26
96637,2021-03-26,Hyde,South Dakota,46069,138,1
96638,2021-03-26,Jackson,South Dakota,46071,284,14
96639,2021-03-26,Jerauld,South Dakota,46073,275,16
96640,2021-03-26,Jones,South Dakota,46075,91,0
96641,2021-03-26,Kingsbury,South Dakota,46077,710,14
96642,2021-03-26,Lake,South Dakota,46079,1287,18
96643,2021-03-26,Lawrence,South Dakota,46081,2885,45
96644,2021-03-26,Lincoln,South Dakota,46083,8146,77
96645,2021-03-26,Lyman,South Dakota,46085,621,10
96647,2021-03-26,McCook,South Dakota,46087,778,24
96648,2021-03-26,McPherson,South Dakota,46089,240,4
96646,2021-03-26,Marshall,South Dakota,46091,364,6
96649,2021-03-26,Meade,South Dakota,46093,2685,31
96650,2021-03-26,Mellette,South Dakota,46095,255,2
96651,2021-03-26,Miner,South Dakota,46097,285,9
96652,2021-03-26,Minnehaha,South Dakota,46099,29398,341
96653,2021-03-26,Moody,South Dakota,46101,623,17
96654,2021-03-26,Oglala Lakota,South Dakota,46102,2082,49
96655,2021-03-26,Pennington,South Dakota,46103,13218,190
96656,2021-03-26,Perkins,South Dakota,46105,351,14
96657,2021-03-26,Potter,South Dakota,46107,387,4
96658,2021-03-26,Roberts,South Dakota,46109,1298,36
96659,2021-03-26,Sanborn,South Dakota,46111,336,3
96660,2021-03-26,Spink,South Dakota,46115,820,26
96661,2021-03-26,Stanley,South Dakota,46117,339,2
96662,2021-03-26,Sully,South Dakota,46119,136,3
96663,2021-03-26,Todd,South Dakota,46121,1220,29
96664,2021-03-26,Tripp,South Dakota,46123,732,17
96665,2021-03-26,Turner,South Dakota,46125,1127,53
96666,2021-03-26,Union,South Dakota,46127,2110,41
96667,2021-03-26,Walworth,South Dakota,46129,748,15
96668,2021-03-26,Yankton,South Dakota,46135,2900,28
96669,2021-03-26,Ziebach,South Dakota,46137,338,9
