,date,county,state,fips,cases,deaths
94465,2021-03-26,Alachua,Florida,12001,23192,255
94466,2021-03-26,Baker,Florida,12003,3348,59
94467,2021-03-26,Bay,Florida,12005,19456,375
94468,2021-03-26,Bradford,Florida,12007,2912,54
94469,2021-03-26,Brevard,Florida,12009,36746,802
94470,2021-03-26,Broward,Florida,12011,211231,2614
94471,2021-03-26,Calhoun,Florida,12013,1653,42
94472,2021-03-26,Charlotte,Florida,12015,11355,389
94473,2021-03-26,Citrus,Florida,12017,10230,424
94474,2021-03-26,Clay,Florida,12019,17269,325
94475,2021-03-26,Collier,Florida,12021,32078,492
94476,2021-03-26,Columbia,Florida,12023,7804,162
94477,2021-03-26,DeSoto,Florida,12027,4031,82
94478,2021-03-26,Dixie,Florida,12029,1549,23
94479,2021-03-26,Duval,Florida,12031,92022,1287
94480,2021-03-26,Escambia,Florida,12033,34689,663
94481,2021-03-26,Flagler,Florida,12035,6553,96
94482,2021-03-26,Franklin,Florida,12037,1294,16
94483,2021-03-26,Gadsden,Florida,12039,5524,89
94484,2021-03-26,Gilchrist,Florida,12041,1481,37
94485,2021-03-26,Glades,Florida,12043,924,19
94486,2021-03-26,Gulf,Florida,12045,1908,41
94487,2021-03-26,Hamilton,Florida,12047,1586,23
94488,2021-03-26,Hardee,Florida,12049,2889,37
94489,2021-03-26,Hendry,Florida,12051,4455,77
94490,2021-03-26,Hernando,Florida,12053,12228,439
94491,2021-03-26,Highlands,Florida,12055,7586,316
94492,2021-03-26,Hillsborough,Florida,12057,119790,1601
94493,2021-03-26,Holmes,Florida,12059,2209,46
94494,2021-03-26,Indian River,Florida,12061,11629,278
94495,2021-03-26,Jackson,Florida,12063,6046,154
94496,2021-03-26,Jefferson,Florida,12065,1425,24
94497,2021-03-26,Lafayette,Florida,12067,1604,25
94498,2021-03-26,Lake,Florida,12069,26354,600
94499,2021-03-26,Lee,Florida,12071,61775,910
94500,2021-03-26,Leon,Florida,12073,30167,301
94501,2021-03-26,Levy,Florida,12075,3058,43
94502,2021-03-26,Liberty,Florida,12077,1051,16
94503,2021-03-26,Madison,Florida,12079,2030,43
94504,2021-03-26,Manatee,Florida,12081,34371,632
94505,2021-03-26,Marion,Florida,12083,28831,914
94506,2021-03-26,Martin,Florida,12085,11236,300
94507,2021-03-26,Miami-Dade,Florida,12086,439969,5792
94508,2021-03-26,Monroe,Florida,12087,6328,48
94509,2021-03-26,Nassau,Florida,12089,7946,121
94510,2021-03-26,Okaloosa,Florida,12091,19681,348
94511,2021-03-26,Okeechobee,Florida,12093,3700,84
94512,2021-03-26,Orange,Florida,12095,121979,1172
94513,2021-03-26,Osceola,Florida,12097,39174,481
94514,2021-03-26,Palm Beach,Florida,12099,129902,2635
94515,2021-03-26,Pasco,Florida,12101,35863,687
94516,2021-03-26,Pinellas,Florida,12103,71265,1561
94517,2021-03-26,Polk,Florida,12105,60449,1236
94518,2021-03-26,Putnam,Florida,12107,6001,133
94522,2021-03-26,St. Johns,Florida,12109,20960,202
94523,2021-03-26,St. Lucie,Florida,12111,23731,577
94519,2021-03-26,Santa Rosa,Florida,12113,17684,277
94520,2021-03-26,Sarasota,Florida,12115,28913,785
94521,2021-03-26,Seminole,Florida,12117,29518,461
94524,2021-03-26,Sumter,Florida,12119,8693,243
94525,2021-03-26,Suwannee,Florida,12121,5207,135
94526,2021-03-26,Taylor,Florida,12123,2694,45
94527,2021-03-26,Union,Florida,12125,1769,70
94529,2021-03-26,Volusia,Florida,12127,37453,711
94530,2021-03-26,Wakulla,Florida,12129,3240,54
94531,2021-03-26,Walton,Florida,12131,7290,83
94532,2021-03-26,Washington,Florida,12133,2660,49
94528,2021-03-26,Unknown,Florida,,3533,0
