,date,county,state,fips,cases,deaths
95329,2021-03-26,Androscoggin,Maine,23001,5188,58
95330,2021-03-26,Aroostook,Maine,23003,1380,44
95331,2021-03-26,Cumberland,Maine,23005,13728,185
95332,2021-03-26,Franklin,Maine,23007,973,13
95333,2021-03-26,Hancock,Maine,23009,1017,35
95334,2021-03-26,Kennebec,Maine,23011,4185,54
95335,2021-03-26,Knox,Maine,23013,792,5
95336,2021-03-26,Lincoln,Maine,23015,642,2
95337,2021-03-26,Oxford,Maine,23017,2480,54
95338,2021-03-26,Penobscot,Maine,23019,4489,87
95339,2021-03-26,Piscataquis,Maine,23021,375,3
95340,2021-03-26,Sagadahoc,Maine,23023,958,6
95341,2021-03-26,Somerset,Maine,23025,1341,27
95343,2021-03-26,Waldo,Maine,23027,687,19
95344,2021-03-26,Washington,Maine,23029,758,14
95345,2021-03-26,York,Maine,23031,10449,125
95342,2021-03-26,Unknown,Maine,,1,0
