,0,1,2,3,4,5
95470,2021-03-26,Aitkin,Minnesota,27001,1207,36
95471,2021-03-26,Anoka,Minnesota,27003,35010,405
95472,2021-03-26,Becker,Minnesota,27005,3252,48
95473,2021-03-26,Beltrami,Minnesota,27007,3502,54
95474,2021-03-26,Benton,Minnesota,27009,4837,95
95475,2021-03-26,Big Stone,Minnesota,27011,538,4
95476,2021-03-26,Blue Earth,Minnesota,27013,6429,38
95477,2021-03-26,Brown,Minnesota,27015,2698,39
95478,2021-03-26,Carlton,Minnesota,27017,3102,51
95479,2021-03-26,Carver,Minnesota,27019,8624,41
95480,2021-03-26,Cass,Minnesota,27021,2294,26
95481,2021-03-26,Chippewa,Minnesota,27023,1416,35
95482,2021-03-26,Chisago,Minnesota,27025,5160,48
95483,2021-03-26,Clay,Minnesota,27027,7239,89
95484,2021-03-26,Clearwater,Minnesota,27029,734,14
95485,2021-03-26,Cook,Minnesota,27031,136,0
95486,2021-03-26,Cottonwood,Minnesota,27033,1436,20
95487,2021-03-26,Crow Wing,Minnesota,27035,5439,85
95488,2021-03-26,Dakota,Minnesota,27037,38652,408
95489,2021-03-26,Dodge,Minnesota,27039,1596,4
95490,2021-03-26,Douglas,Minnesota,27041,4102,70
95491,2021-03-26,Faribault,Minnesota,27043,1361,18
95492,2021-03-26,Fillmore,Minnesota,27045,1468,9
95493,2021-03-26,Freeborn,Minnesota,27047,3040,26
95494,2021-03-26,Goodhue,Minnesota,27049,4116,69
95495,2021-03-26,Grant,Minnesota,27051,511,8
95496,2021-03-26,Hennepin,Minnesota,27053,106347,1642
95497,2021-03-26,Houston,Minnesota,27055,1610,14
95498,2021-03-26,Hubbard,Minnesota,27057,1629,41
95499,2021-03-26,Isanti,Minnesota,27059,3275,58
95500,2021-03-26,Itasca,Minnesota,27061,3356,51
95501,2021-03-26,Jackson,Minnesota,27063,991,10
95502,2021-03-26,Kanabec,Minnesota,27065,1178,21
95503,2021-03-26,Kandiyohi,Minnesota,27067,5995,79
95504,2021-03-26,Kittson,Minnesota,27069,422,22
95505,2021-03-26,Koochiching,Minnesota,27071,665,11
95506,2021-03-26,Lac qui Parle,Minnesota,27073,709,21
95507,2021-03-26,Lake,Minnesota,27075,761,19
95508,2021-03-26,Lake of the Woods,Minnesota,27077,248,2
95509,2021-03-26,Le Sueur,Minnesota,27079,2500,22
95510,2021-03-26,Lincoln,Minnesota,27081,530,2
95511,2021-03-26,Lyon,Minnesota,27083,3265,46
95515,2021-03-26,McLeod,Minnesota,27085,3601,54
95512,2021-03-26,Mahnomen,Minnesota,27087,458,7
95513,2021-03-26,Marshall,Minnesota,27089,818,16
95514,2021-03-26,Martin,Minnesota,27091,2007,29
95516,2021-03-26,Meeker,Minnesota,27093,2158,36
95517,2021-03-26,Mille Lacs,Minnesota,27095,2471,47
95518,2021-03-26,Morrison,Minnesota,27097,3590,55
95519,2021-03-26,Mower,Minnesota,27099,4328,31
95520,2021-03-26,Murray,Minnesota,27101,971,8
95521,2021-03-26,Nicollet,Minnesota,27103,2791,42
95522,2021-03-26,Nobles,Minnesota,27105,3907,47
95523,2021-03-26,Norman,Minnesota,27107,493,9
95524,2021-03-26,Olmsted,Minnesota,27109,12246,93
95525,2021-03-26,Otter Tail,Minnesota,27111,5080,71
95526,2021-03-26,Pennington,Minnesota,27113,1471,18
95527,2021-03-26,Pine,Minnesota,27115,2941,20
95528,2021-03-26,Pipestone,Minnesota,27117,1042,24
95529,2021-03-26,Polk,Minnesota,27119,3503,65
95530,2021-03-26,Pope,Minnesota,27121,902,6
95531,2021-03-26,Ramsey,Minnesota,27123,44723,835
95532,2021-03-26,Red Lake,Minnesota,27125,371,5
95533,2021-03-26,Redwood,Minnesota,27127,1536,34
95534,2021-03-26,Renville,Minnesota,27129,1597,43
95535,2021-03-26,Rice,Minnesota,27131,7053,98
95536,2021-03-26,Rock,Minnesota,27133,1188,18
95537,2021-03-26,Roseau,Minnesota,27135,1857,18
95541,2021-03-26,St. Louis,Minnesota,27137,15563,289
95538,2021-03-26,Scott,Minnesota,27139,14375,111
95539,2021-03-26,Sherburne,Minnesota,27141,9389,78
95540,2021-03-26,Sibley,Minnesota,27143,1247,10
95542,2021-03-26,Stearns,Minnesota,27145,19601,209
95543,2021-03-26,Steele,Minnesota,27147,3292,11
95544,2021-03-26,Stevens,Minnesota,27149,773,9
95545,2021-03-26,Swift,Minnesota,27151,924,18
95546,2021-03-26,Todd,Minnesota,27153,2576,30
95547,2021-03-26,Traverse,Minnesota,27155,342,5
95549,2021-03-26,Wabasha,Minnesota,27157,1940,3
95550,2021-03-26,Wadena,Minnesota,27159,1360,20
95551,2021-03-26,Waseca,Minnesota,27161,2182,20
95552,2021-03-26,Washington,Minnesota,27163,23061,272
95553,2021-03-26,Watonwan,Minnesota,27165,1210,9
95554,2021-03-26,Wilkin,Minnesota,27167,722,11
95555,2021-03-26,Winona,Minnesota,27169,4288,49
95556,2021-03-26,Wright,Minnesota,27171,13271,120
95557,2021-03-26,Yellow Medicine,Minnesota,27173,1022,17
95548,2021-03-26,Unknown,Minnesota,,554,78
