,date,county,state,fips,cases,deaths
97050,2021-03-26,Addison,Vermont,50001,892,8
97051,2021-03-26,Bennington,Vermont,50003,1646,10
97052,2021-03-26,Caledonia,Vermont,50005,633,5
97053,2021-03-26,Chittenden,Vermont,50007,5870,95
97054,2021-03-26,Essex,Vermont,50009,207,1
97055,2021-03-26,Franklin,Vermont,50011,1627,37
97056,2021-03-26,Grand Isle,Vermont,50013,164,2
97057,2021-03-26,Lamoille,Vermont,50015,667,2
97058,2021-03-26,Orange,Vermont,50017,546,3
97059,2021-03-26,Orleans,Vermont,50019,835,7
97060,2021-03-26,Rutland,Vermont,50021,1607,14
97062,2021-03-26,Washington,Vermont,50023,1574,14
97063,2021-03-26,Windham,Vermont,50025,1069,14
97064,2021-03-26,Windsor,Vermont,50027,1152,12
97061,2021-03-26,Unknown,Vermont,,9,0
