,0,1,2,3,4,5
96473,2021-03-26,Adjuntas,Puerto Rico,72001,473,
96474,2021-03-26,Aguada,Puerto Rico,72003,1253,
96475,2021-03-26,Aguadilla,Puerto Rico,72005,1591,
96476,2021-03-26,Aguas Buenas,Puerto Rico,72007,1057,
96477,2021-03-26,Aibonito,Puerto Rico,72009,611,
96478,2021-03-26,Anasco,Puerto Rico,72011,843,
96479,2021-03-26,Arecibo,Puerto Rico,72013,2997,
96480,2021-03-26,Arroyo,Puerto Rico,72015,362,
96481,2021-03-26,Barceloneta,Puerto Rico,72017,756,
96482,2021-03-26,Barranquitas,Puerto Rico,72019,1337,
96483,2021-03-26,Bayamon,Puerto Rico,72021,10437,
96484,2021-03-26,Cabo Rojo,Puerto Rico,72023,947,
96485,2021-03-26,Caguas,Puerto Rico,72025,5902,
96486,2021-03-26,Camuy,Puerto Rico,72027,1169,
96487,2021-03-26,Canovanas,Puerto Rico,72029,1851,
96488,2021-03-26,Carolina,Puerto Rico,72031,8243,
96489,2021-03-26,Catano,Puerto Rico,72033,1239,
96490,2021-03-26,Cayey,Puerto Rico,72035,1351,
96491,2021-03-26,Ceiba,Puerto Rico,72037,414,
96492,2021-03-26,Ciales,Puerto Rico,72039,774,
96493,2021-03-26,Cidra,Puerto Rico,72041,1249,
96494,2021-03-26,Coamo,Puerto Rico,72043,987,
96495,2021-03-26,Comerio,Puerto Rico,72045,709,
96496,2021-03-26,Corozal,Puerto Rico,72047,1661,
96497,2021-03-26,Culebra,Puerto Rico,72049,28,
96498,2021-03-26,Dorado,Puerto Rico,72051,2207,
96499,2021-03-26,Fajardo,Puerto Rico,72053,1304,
96500,2021-03-26,Florida,Puerto Rico,72054,698,
96501,2021-03-26,Guanica,Puerto Rico,72055,259,
96502,2021-03-26,Guayama,Puerto Rico,72057,883,
96503,2021-03-26,Guayanilla,Puerto Rico,72059,451,
96504,2021-03-26,Guaynabo,Puerto Rico,72061,4505,
96505,2021-03-26,Gurabo,Puerto Rico,72063,1944,
96506,2021-03-26,Hatillo,Puerto Rico,72065,1133,
96507,2021-03-26,Hormigueros,Puerto Rico,72067,431,
96508,2021-03-26,Humacao,Puerto Rico,72069,1748,
96509,2021-03-26,Isabela,Puerto Rico,72071,1258,
96510,2021-03-26,Jayuya,Puerto Rico,72073,425,
96511,2021-03-26,Juana Diaz,Puerto Rico,72075,1179,
96512,2021-03-26,Juncos,Puerto Rico,72077,1845,
96513,2021-03-26,Lajas,Puerto Rico,72079,431,
96514,2021-03-26,Lares,Puerto Rico,72081,900,
96515,2021-03-26,Las Marias,Puerto Rico,72083,209,
96516,2021-03-26,Las Piedras,Puerto Rico,72085,1507,
96517,2021-03-26,Loiza,Puerto Rico,72087,1046,
96518,2021-03-26,Luquillo,Puerto Rico,72089,678,
96519,2021-03-26,Manati,Puerto Rico,72091,1587,
96520,2021-03-26,Maricao,Puerto Rico,72093,117,
96521,2021-03-26,Maunabo,Puerto Rico,72095,328,
96522,2021-03-26,Mayaguez,Puerto Rico,72097,2029,
96523,2021-03-26,Moca,Puerto Rico,72099,1413,
96524,2021-03-26,Morovis,Puerto Rico,72101,1367,
96525,2021-03-26,Naguabo,Puerto Rico,72103,826,
96526,2021-03-26,Naranjito,Puerto Rico,72105,1631,
96527,2021-03-26,Orocovis,Puerto Rico,72107,901,
96528,2021-03-26,Patillas,Puerto Rico,72109,383,
96529,2021-03-26,Penuelas,Puerto Rico,72111,551,
96530,2021-03-26,Ponce,Puerto Rico,72113,3279,
96531,2021-03-26,Quebradillas,Puerto Rico,72115,756,
96532,2021-03-26,Rincon,Puerto Rico,72117,467,
96533,2021-03-26,Rio Grande,Puerto Rico,72119,1859,
96534,2021-03-26,Sabana Grande,Puerto Rico,72121,425,
96535,2021-03-26,Salinas,Puerto Rico,72123,1048,
96536,2021-03-26,San German,Puerto Rico,72125,625,
96537,2021-03-26,San Juan,Puerto Rico,72127,18596,
96538,2021-03-26,San Lorenzo,Puerto Rico,72129,1571,
96539,2021-03-26,San Sebastian,Puerto Rico,72131,1691,
96540,2021-03-26,Santa Isabel,Puerto Rico,72133,584,
96541,2021-03-26,Toa Alta,Puerto Rico,72135,3843,
96542,2021-03-26,Toa Baja,Puerto Rico,72137,3964,
96543,2021-03-26,Trujillo Alto,Puerto Rico,72139,2987,
96545,2021-03-26,Utuado,Puerto Rico,72141,893,
96546,2021-03-26,Vega Alta,Puerto Rico,72143,1851,
96547,2021-03-26,Vega Baja,Puerto Rico,72145,2758,
96548,2021-03-26,Vieques,Puerto Rico,72147,199,
96549,2021-03-26,Villalba,Puerto Rico,72149,787,
96550,2021-03-26,Yabucoa,Puerto Rico,72151,1057,
96551,2021-03-26,Yauco,Puerto Rico,72153,1017,
96544,2021-03-26,Unknown,Puerto Rico,,4568,2109
