,0,1,2,3,4,5
95934,2021-03-26,Atlantic,New Jersey,34001,27622,604
95935,2021-03-26,Bergen,New Jersey,34003,88904,2711
95936,2021-03-26,Burlington,New Jersey,34005,38946,785
95937,2021-03-26,Camden,New Jersey,34007,47853,1218
95938,2021-03-26,Cape May,New Jersey,34009,8054,193
95939,2021-03-26,Cumberland,New Jersey,34011,15197,398
95940,2021-03-26,Essex,New Jersey,34013,82836,2774
95941,2021-03-26,Gloucester,New Jersey,34015,26384,574
95942,2021-03-26,Hudson,New Jersey,34017,77898,2101
95943,2021-03-26,Hunterdon,New Jersey,34019,8008,169
95944,2021-03-26,Mercer,New Jersey,34021,30283,908
95945,2021-03-26,Middlesex,New Jersey,34023,81447,2190
95946,2021-03-26,Monmouth,New Jersey,34025,66172,1482
95947,2021-03-26,Morris,New Jersey,34027,43806,1168
95948,2021-03-26,Ocean,New Jersey,34029,66741,1983
95949,2021-03-26,Passaic,New Jersey,34031,62933,1776
95950,2021-03-26,Salem,New Jersey,34033,5123,169
95951,2021-03-26,Somerset,New Jersey,34035,25990,803
95952,2021-03-26,Sussex,New Jersey,34037,11044,283
95953,2021-03-26,Union,New Jersey,34039,62820,1844
95955,2021-03-26,Warren,New Jersey,34041,8199,225
95954,2021-03-26,Unknown,New Jersey,,1219,0
