,0,1,2,3,4,5
95640,2021-03-26,Adair,Missouri,29001,2390,20
95641,2021-03-26,Andrew,Missouri,29003,1862,18
95642,2021-03-26,Atchison,Missouri,29005,439,6
95643,2021-03-26,Audrain,Missouri,29007,2763,57
95644,2021-03-26,Barry,Missouri,29009,2883,45
95645,2021-03-26,Barton,Missouri,29011,1165,13
95646,2021-03-26,Bates,Missouri,29013,1307,27
95647,2021-03-26,Benton,Missouri,29015,1656,29
95648,2021-03-26,Bollinger,Missouri,29017,1127,12
95649,2021-03-26,Boone,Missouri,29019,17871,86
95650,2021-03-26,Buchanan,Missouri,29021,10223,179
95651,2021-03-26,Butler,Missouri,29023,4128,39
95652,2021-03-26,Caldwell,Missouri,29025,763,11
95653,2021-03-26,Callaway,Missouri,29027,4890,46
95654,2021-03-26,Camden,Missouri,29029,4000,84
95655,2021-03-26,Cape Girardeau,Missouri,29031,9364,133
95656,2021-03-26,Carroll,Missouri,29033,1058,23
95657,2021-03-26,Carter,Missouri,29035,546,9
95658,2021-03-26,Cass,Missouri,29037,8906,98
95659,2021-03-26,Cedar,Missouri,29039,1090,20
95660,2021-03-26,Chariton,Missouri,29041,664,6
95661,2021-03-26,Christian,Missouri,29043,8663,86
95662,2021-03-26,Clark,Missouri,29045,670,7
95663,2021-03-26,Clay,Missouri,29047,9934,158
95664,2021-03-26,Clinton,Missouri,29049,2031,65
95665,2021-03-26,Cole,Missouri,29051,9022,119
95666,2021-03-26,Cooper,Missouri,29053,1903,27
95667,2021-03-26,Crawford,Missouri,29055,2455,35
95668,2021-03-26,Dade,Missouri,29057,711,31
95669,2021-03-26,Dallas,Missouri,29059,1251,26
95670,2021-03-26,Daviess,Missouri,29061,734,11
95671,2021-03-26,DeKalb,Missouri,29063,1147,30
95672,2021-03-26,Dent,Missouri,29065,909,17
95673,2021-03-26,Douglas,Missouri,29067,897,27
95674,2021-03-26,Dunklin,Missouri,29069,2732,19
95675,2021-03-26,Franklin,Missouri,29071,10324,176
95676,2021-03-26,Gasconade,Missouri,29073,1557,43
95677,2021-03-26,Gentry,Missouri,29075,834,20
95678,2021-03-26,Greene,Missouri,29077,28267,450
95679,2021-03-26,Grundy,Missouri,29079,1009,34
95680,2021-03-26,Harrison,Missouri,29081,922,14
95681,2021-03-26,Henry,Missouri,29083,2002,38
95682,2021-03-26,Hickory,Missouri,29085,645,14
95683,2021-03-26,Holt,Missouri,29087,424,11
95684,2021-03-26,Howard,Missouri,29089,1058,7
95685,2021-03-26,Howell,Missouri,29091,3473,43
95686,2021-03-26,Iron,Missouri,29093,902,5
95687,2021-03-26,Jackson,Missouri,29095,37069,406
95688,2021-03-26,Jasper,Missouri,29097,9352,126
95689,2021-03-26,Jefferson,Missouri,29099,21901,232
95690,2021-03-26,Johnson,Missouri,29101,4911,48
95693,2021-03-26,Knox,Missouri,29103,375,2
95694,2021-03-26,Laclede,Missouri,29105,3250,67
95695,2021-03-26,Lafayette,Missouri,29107,3068,56
95696,2021-03-26,Lawrence,Missouri,29109,3398,79
95697,2021-03-26,Lewis,Missouri,29111,1037,12
95698,2021-03-26,Lincoln,Missouri,29113,5498,39
95699,2021-03-26,Linn,Missouri,29115,1205,12
95700,2021-03-26,Livingston,Missouri,29117,1723,39
95705,2021-03-26,McDonald,Missouri,29119,2551,32
95701,2021-03-26,Macon,Missouri,29121,1543,15
95702,2021-03-26,Madison,Missouri,29123,1615,16
95703,2021-03-26,Maries,Missouri,29125,619,8
95704,2021-03-26,Marion,Missouri,29127,3591,42
95706,2021-03-26,Mercer,Missouri,29129,303,2
95707,2021-03-26,Miller,Missouri,29131,2504,53
95708,2021-03-26,Mississippi,Missouri,29133,1429,27
95709,2021-03-26,Moniteau,Missouri,29135,1771,29
95710,2021-03-26,Monroe,Missouri,29137,1014,11
95711,2021-03-26,Montgomery,Missouri,29139,1023,10
95712,2021-03-26,Morgan,Missouri,29141,1705,42
95713,2021-03-26,New Madrid,Missouri,29143,2093,42
95714,2021-03-26,Newton,Missouri,29145,5233,74
95715,2021-03-26,Nodaway,Missouri,29147,2644,25
95716,2021-03-26,Oregon,Missouri,29149,849,3
95717,2021-03-26,Osage,Missouri,29151,1616,14
95718,2021-03-26,Ozark,Missouri,29153,675,16
95719,2021-03-26,Pemiscot,Missouri,29155,1543,29
95720,2021-03-26,Perry,Missouri,29157,2153,29
95721,2021-03-26,Pettis,Missouri,29159,5063,77
95722,2021-03-26,Phelps,Missouri,29161,3684,126
95723,2021-03-26,Pike,Missouri,29163,1787,23
95724,2021-03-26,Platte,Missouri,29165,4040,45
95725,2021-03-26,Polk,Missouri,29167,3292,39
95726,2021-03-26,Pulaski,Missouri,29169,3439,49
95727,2021-03-26,Putnam,Missouri,29171,295,4
95728,2021-03-26,Ralls,Missouri,29173,1048,12
95729,2021-03-26,Randolph,Missouri,29175,2645,30
95730,2021-03-26,Ray,Missouri,29177,1931,27
95731,2021-03-26,Reynolds,Missouri,29179,466,4
95732,2021-03-26,Ripley,Missouri,29181,1045,15
95739,2021-03-26,St. Charles,Missouri,29183,40925,469
95740,2021-03-26,St. Clair,Missouri,29185,787,8
95744,2021-03-26,Ste. Genevieve,Missouri,29186,1790,16
95741,2021-03-26,St. Francois,Missouri,29187,8760,110
95742,2021-03-26,St. Louis,Missouri,29189,92086,2082
95733,2021-03-26,Saline,Missouri,29195,2879,38
95734,2021-03-26,Schuyler,Missouri,29197,330,5
95735,2021-03-26,Scotland,Missouri,29199,308,3
95736,2021-03-26,Scott,Missouri,29201,4694,83
95737,2021-03-26,Shannon,Missouri,29203,590,12
95738,2021-03-26,Shelby,Missouri,29205,571,7
95745,2021-03-26,Stoddard,Missouri,29207,2483,37
95746,2021-03-26,Stone,Missouri,29209,2361,39
95747,2021-03-26,Sullivan,Missouri,29211,858,14
95748,2021-03-26,Taney,Missouri,29213,5175,90
