,date,county,state,fips,cases,deaths
94210,2021-03-26,Aleutians East Borough,Alaska,02013,363,2
94211,2021-03-26,Aleutians West Census Area,Alaska,02016,650,0
94212,2021-03-26,Anchorage,Alaska,02020,27915,161
94213,2021-03-26,Bethel Census Area,Alaska,02050,3750,20
94215,2021-03-26,Denali Borough,Alaska,02068,85,0
94216,2021-03-26,Dillingham Census Area,Alaska,02070,207,1
94217,2021-03-26,Fairbanks North Star Borough,Alaska,02090,6497,32
94218,2021-03-26,Haines Borough,Alaska,02100,26,0
94219,2021-03-26,Juneau City and Borough,Alaska,02110,1257,3
94220,2021-03-26,Kenai Peninsula Borough,Alaska,02122,4070,19
94221,2021-03-26,Ketchikan Gateway Borough,Alaska,02130,372,1
94222,2021-03-26,Kodiak Island Borough,Alaska,02150,1065,5
94223,2021-03-26,Kusilvak Census Area,Alaska,02158,1218,3
94224,2021-03-26,Matanuska-Susitna Borough,Alaska,02170,9719,35
94225,2021-03-26,Nome Census Area,Alaska,02180,335,0
94226,2021-03-26,North Slope Borough,Alaska,02185,1030,4
94227,2021-03-26,Northwest Arctic Borough,Alaska,02188,596,2
94228,2021-03-26,Petersburg Borough,Alaska,02195,145,0
94229,2021-03-26,Prince of Wales-Hyder Census Area,Alaska,02198,77,1
94230,2021-03-26,Sitka City and Borough,Alaska,02220,319,0
94231,2021-03-26,Skagway Municipality,Alaska,02230,19,0
94232,2021-03-26,Southeast Fairbanks Census Area,Alaska,02240,596,3
94234,2021-03-26,Valdez-Cordova Census Area,Alaska,02261,536,2
94235,2021-03-26,Wrangell City and Borough,Alaska,02275,30,0
94237,2021-03-26,Yukon-Koyukuk Census Area,Alaska,02290,348,4
94214,2021-03-26,Bristol Bay plus Lake and Peninsula,Alaska,02997,184,0
94236,2021-03-26,Yakutat plus Hoonah-Angoon,Alaska,02998,69,1
94233,2021-03-26,Unknown,Alaska,,266,0
