,0,1,2,3,4,5
96670,2021-03-26,Anderson,Tennessee,47001,8413,161
96671,2021-03-26,Bedford,Tennessee,47003,6163,124
96672,2021-03-26,Benton,Tennessee,47005,1561,39
96673,2021-03-26,Bledsoe,Tennessee,47007,2067,11
96674,2021-03-26,Blount,Tennessee,47009,14643,192
96675,2021-03-26,Bradley,Tennessee,47011,13914,143
96676,2021-03-26,Campbell,Tennessee,47013,3991,59
96677,2021-03-26,Cannon,Tennessee,47015,1845,31
96678,2021-03-26,Carroll,Tennessee,47017,3528,81
96679,2021-03-26,Carter,Tennessee,47019,6164,155
96680,2021-03-26,Cheatham,Tennessee,47021,4192,49
96681,2021-03-26,Chester,Tennessee,47023,2066,48
96682,2021-03-26,Claiborne,Tennessee,47025,2956,73
96683,2021-03-26,Clay,Tennessee,47027,1076,31
96684,2021-03-26,Cocke,Tennessee,47029,4318,97
96685,2021-03-26,Coffee,Tennessee,47031,6665,117
96686,2021-03-26,Crockett,Tennessee,47033,1977,48
96687,2021-03-26,Cumberland,Tennessee,47035,6305,125
96688,2021-03-26,Davidson,Tennessee,47037,93782,890
96690,2021-03-26,Decatur,Tennessee,47039,1557,38
96689,2021-03-26,DeKalb,Tennessee,47041,2719,52
96691,2021-03-26,Dickson,Tennessee,47043,6471,107
96692,2021-03-26,Dyer,Tennessee,47045,5304,103
96693,2021-03-26,Fayette,Tennessee,47047,4780,78
96694,2021-03-26,Fentress,Tennessee,47049,2342,45
96695,2021-03-26,Franklin,Tennessee,47051,4964,87
96696,2021-03-26,Gibson,Tennessee,47053,6269,143
96697,2021-03-26,Giles,Tennessee,47055,3841,98
96698,2021-03-26,Grainger,Tennessee,47057,2506,48
96699,2021-03-26,Greene,Tennessee,47059,7472,149
96700,2021-03-26,Grundy,Tennessee,47061,1738,30
96701,2021-03-26,Hamblen,Tennessee,47063,8326,170
96702,2021-03-26,Hamilton,Tennessee,47065,42332,473
96703,2021-03-26,Hancock,Tennessee,47067,521,12
96704,2021-03-26,Hardeman,Tennessee,47069,3422,63
96705,2021-03-26,Hardin,Tennessee,47071,3400,65
96706,2021-03-26,Hawkins,Tennessee,47073,5513,103
96707,2021-03-26,Haywood,Tennessee,47075,2665,60
96708,2021-03-26,Henderson,Tennessee,47077,3652,74
96709,2021-03-26,Henry,Tennessee,47079,3067,75
96710,2021-03-26,Hickman,Tennessee,47081,2737,43
96711,2021-03-26,Houston,Tennessee,47083,1056,33
96712,2021-03-26,Humphreys,Tennessee,47085,1608,21
96713,2021-03-26,Jackson,Tennessee,47087,1282,35
96714,2021-03-26,Jefferson,Tennessee,47089,5917,121
96715,2021-03-26,Johnson,Tennessee,47091,2214,38
96716,2021-03-26,Knox,Tennessee,47093,49117,606
96717,2021-03-26,Lake,Tennessee,47095,1683,26
96718,2021-03-26,Lauderdale,Tennessee,47097,3109,44
96719,2021-03-26,Lawrence,Tennessee,47099,5666,86
96720,2021-03-26,Lewis,Tennessee,47101,1513,25
96721,2021-03-26,Lincoln,Tennessee,47103,4224,62
96722,2021-03-26,Loudon,Tennessee,47105,5875,68
96728,2021-03-26,McMinn,Tennessee,47107,6154,94
96729,2021-03-26,McNairy,Tennessee,47109,2734,53
96723,2021-03-26,Macon,Tennessee,47111,3456,74
96724,2021-03-26,Madison,Tennessee,47113,10384,237
96725,2021-03-26,Marion,Tennessee,47115,3043,46
96726,2021-03-26,Marshall,Tennessee,47117,4013,57
96727,2021-03-26,Maury,Tennessee,47119,12621,162
96730,2021-03-26,Meigs,Tennessee,47121,1309,23
96731,2021-03-26,Monroe,Tennessee,47123,5534,95
96732,2021-03-26,Montgomery,Tennessee,47125,18221,217
96733,2021-03-26,Moore,Tennessee,47127,975,17
96734,2021-03-26,Morgan,Tennessee,47129,2375,39
96735,2021-03-26,Obion,Tennessee,47131,4425,96
96736,2021-03-26,Overton,Tennessee,47133,2916,60
96737,2021-03-26,Perry,Tennessee,47135,1053,28
96738,2021-03-26,Pickett,Tennessee,47137,753,23
96739,2021-03-26,Polk,Tennessee,47139,1898,24
96740,2021-03-26,Putnam,Tennessee,47141,10932,173
96741,2021-03-26,Rhea,Tennessee,47143,4235,75
96742,2021-03-26,Roane,Tennessee,47145,6052,100
96743,2021-03-26,Robertson,Tennessee,47147,9307,125
96744,2021-03-26,Rutherford,Tennessee,47149,40502,405
96745,2021-03-26,Scott,Tennessee,47151,2970,44
96746,2021-03-26,Sequatchie,Tennessee,47153,1624,28
96747,2021-03-26,Sevier,Tennessee,47155,12751,171
96748,2021-03-26,Shelby,Tennessee,47157,90734,1558
96749,2021-03-26,Smith,Tennessee,47159,2673,37
96750,2021-03-26,Stewart,Tennessee,47161,1270,26
96751,2021-03-26,Sullivan,Tennessee,47163,15257,280
96752,2021-03-26,Sumner,Tennessee,47165,22370,334
96753,2021-03-26,Tipton,Tennessee,47167,7094,104
96754,2021-03-26,Trousdale,Tennessee,47169,2443,22
96755,2021-03-26,Unicoi,Tennessee,47171,1871,49
96756,2021-03-26,Union,Tennessee,47173,1816,34
96758,2021-03-26,Van Buren,Tennessee,47175,813,21
96759,2021-03-26,Warren,Tennessee,47177,5415,80
96760,2021-03-26,Washington,Tennessee,47179,13334,236
96761,2021-03-26,Wayne,Tennessee,47181,2931,33
96762,2021-03-26,Weakley,Tennessee,47183,3899,60
96763,2021-03-26,White,Tennessee,47185,3471,68
96764,2021-03-26,Williamson,Tennessee,47187,26408,211
96765,2021-03-26,Wilson,Tennessee,47189,17381,218
96757,2021-03-26,Unknown,Tennessee,,8819,121
