,0,1,2,3,4,5
94938,2021-03-26,Adair,Iowa,19001,836,31
94939,2021-03-26,Adams,Iowa,19003,319,4
94940,2021-03-26,Allamakee,Iowa,19005,1482,49
94941,2021-03-26,Appanoose,Iowa,19007,1248,47
94942,2021-03-26,Audubon,Iowa,19009,482,9
94943,2021-03-26,Benton,Iowa,19011,2467,54
94944,2021-03-26,Black Hawk,Iowa,19013,15221,300
94945,2021-03-26,Boone,Iowa,19015,2504,30
94946,2021-03-26,Bremer,Iowa,19017,2753,57
94947,2021-03-26,Buchanan,Iowa,19019,1831,30
94948,2021-03-26,Buena Vista,Iowa,19021,4179,39
94949,2021-03-26,Butler,Iowa,19023,1609,32
94950,2021-03-26,Calhoun,Iowa,19025,1321,11
94951,2021-03-26,Carroll,Iowa,19027,2731,49
94952,2021-03-26,Cass,Iowa,19029,1326,52
94953,2021-03-26,Cedar,Iowa,19031,1776,23
94954,2021-03-26,Cerro Gordo,Iowa,19033,5090,85
94955,2021-03-26,Cherokee,Iowa,19035,1536,37
94956,2021-03-26,Chickasaw,Iowa,19037,1209,15
94957,2021-03-26,Clarke,Iowa,19039,970,23
94958,2021-03-26,Clay,Iowa,19041,1989,25
94959,2021-03-26,Clayton,Iowa,19043,1622,55
94960,2021-03-26,Clinton,Iowa,19045,5163,87
94961,2021-03-26,Crawford,Iowa,19047,2587,36
94962,2021-03-26,Dallas,Iowa,19049,10585,94
94963,2021-03-26,Davis,Iowa,19051,784,24
94964,2021-03-26,Decatur,Iowa,19053,580,9
94965,2021-03-26,Delaware,Iowa,19055,1929,39
94966,2021-03-26,Des Moines,Iowa,19057,4344,63
94967,2021-03-26,Dickinson,Iowa,19059,2237,41
94968,2021-03-26,Dubuque,Iowa,19061,12660,200
94969,2021-03-26,Emmet,Iowa,19063,1214,40
94970,2021-03-26,Fayette,Iowa,19065,1816,38
94971,2021-03-26,Floyd,Iowa,19067,1516,41
94972,2021-03-26,Franklin,Iowa,19069,1108,21
94973,2021-03-26,Fremont,Iowa,19071,580,10
94974,2021-03-26,Greene,Iowa,19073,753,10
94975,2021-03-26,Grundy,Iowa,19075,1336,31
94976,2021-03-26,Guthrie,Iowa,19077,1133,28
94977,2021-03-26,Hamilton,Iowa,19079,1757,45
94978,2021-03-26,Hancock,Iowa,19081,1402,33
94979,2021-03-26,Hardin,Iowa,19083,1751,40
94980,2021-03-26,Harrison,Iowa,19085,1705,71
94981,2021-03-26,Henry,Iowa,19087,2829,37
94982,2021-03-26,Howard,Iowa,19089,1019,22
94983,2021-03-26,Humboldt,Iowa,19091,1171,26
94984,2021-03-26,Ida,Iowa,19093,873,32
94985,2021-03-26,Iowa,Iowa,19095,1434,23
94986,2021-03-26,Jackson,Iowa,19097,2138,41
94987,2021-03-26,Jasper,Iowa,19099,4006,69
94988,2021-03-26,Jefferson,Iowa,19101,1299,35
94989,2021-03-26,Johnson,Iowa,19103,13454,78
94990,2021-03-26,Jones,Iowa,19105,2889,55
