,date,county,state,fips,cases,deaths
95264,2021-03-26,Acadia,Louisiana,22001,6260,188
95265,2021-03-26,Allen,Louisiana,22003,3081,91
95266,2021-03-26,Ascension,Louisiana,22005,11480,158
95267,2021-03-26,Assumption,Louisiana,22007,2132,35
95268,2021-03-26,Avoyelles,Louisiana,22009,3988,121
95269,2021-03-26,Beauregard,Louisiana,22011,2985,72
95270,2021-03-26,Bienville,Louisiana,22013,1631,80
95271,2021-03-26,Bossier,Louisiana,22015,13241,287
95272,2021-03-26,Caddo,Louisiana,22017,25058,717
95273,2021-03-26,Calcasieu,Louisiana,22019,21011,390
95274,2021-03-26,Caldwell,Louisiana,22021,1092,26
95275,2021-03-26,Cameron,Louisiana,22023,563,6
95276,2021-03-26,Catahoula,Louisiana,22025,1068,38
95277,2021-03-26,Claiborne,Louisiana,22027,1405,52
95278,2021-03-26,Concordia,Louisiana,22029,1819,60
95279,2021-03-26,De Soto,Louisiana,22031,2704,77
95280,2021-03-26,East Baton Rouge,Louisiana,22033,37159,767
95281,2021-03-26,East Carroll,Louisiana,22035,1120,24
95282,2021-03-26,East Feliciana,Louisiana,22037,3071,111
95283,2021-03-26,Evangeline,Louisiana,22039,3439,89
95284,2021-03-26,Franklin,Louisiana,22041,2460,104
95285,2021-03-26,Grant,Louisiana,22043,2059,52
95286,2021-03-26,Iberia,Louisiana,22045,6630,150
95287,2021-03-26,Iberville,Louisiana,22047,3675,95
95288,2021-03-26,Jackson,Louisiana,22049,1828,50
95289,2021-03-26,Jefferson,Louisiana,22051,44932,876
95290,2021-03-26,Jefferson Davis,Louisiana,22053,3021,88
95292,2021-03-26,Lafayette,Louisiana,22055,22187,269
95293,2021-03-26,Lafourche,Louisiana,22057,9345,198
95291,2021-03-26,LaSalle,Louisiana,22059,1453,35
95294,2021-03-26,Lincoln,Louisiana,22061,4307,91
95295,2021-03-26,Livingston,Louisiana,22063,12786,196
95296,2021-03-26,Madison,Louisiana,22065,1560,37
95297,2021-03-26,Morehouse,Louisiana,22067,2740,71
95298,2021-03-26,Natchitoches,Louisiana,22069,3939,82
95299,2021-03-26,Orleans,Louisiana,22071,29147,779
95300,2021-03-26,Ouachita,Louisiana,22073,17860,436
95301,2021-03-26,Plaquemines,Louisiana,22075,2432,26
95302,2021-03-26,Pointe Coupee,Louisiana,22077,2448,72
95303,2021-03-26,Rapides,Louisiana,22079,11560,305
95304,2021-03-26,Red River,Louisiana,22081,862,38
95305,2021-03-26,Richland,Louisiana,22083,2383,52
95306,2021-03-26,Sabine,Louisiana,22085,2841,56
95307,2021-03-26,St. Bernard,Louisiana,22087,3916,48
95308,2021-03-26,St. Charles,Louisiana,22089,5270,90
95309,2021-03-26,St. Helena,Louisiana,22091,889,9
95310,2021-03-26,St. James,Louisiana,22093,1888,49
95311,2021-03-26,St. John the Baptist,Louisiana,22095,3603,136
95312,2021-03-26,St. Landry,Louisiana,22097,8514,247
95313,2021-03-26,St. Martin,Louisiana,22099,4981,115
95314,2021-03-26,St. Mary,Louisiana,22101,4450,128
95315,2021-03-26,St. Tammany,Louisiana,22103,24939,513
95316,2021-03-26,Tangipahoa,Louisiana,22105,12258,286
95317,2021-03-26,Tensas,Louisiana,22107,358,7
95318,2021-03-26,Terrebonne,Louisiana,22109,9833,218
95319,2021-03-26,Union,Louisiana,22111,2332,77
95321,2021-03-26,Vermilion,Louisiana,22113,5073,110
95322,2021-03-26,Vernon,Louisiana,22115,2951,101
95323,2021-03-26,Washington,Louisiana,22117,4257,127
95324,2021-03-26,Webster,Louisiana,22119,3975,107
95325,2021-03-26,West Baton Rouge,Louisiana,22121,2617,56
95326,2021-03-26,West Carroll,Louisiana,22123,1168,41
95327,2021-03-26,West Feliciana,Louisiana,22125,1129,33
95328,2021-03-26,Winn,Louisiana,22127,1490,42
95320,2021-03-26,Unknown,Louisiana,,416,0
