,date,county,state,fips,cases,yest,diff
86821,2021-03-25,Abbeville,South Carolina,45001,2403,2380,23
86822,2021-03-25,Aiken,South Carolina,45003,16410,16388,22
86823,2021-03-25,Allendale,South Carolina,45005,888,888,0
86824,2021-03-25,Anderson,South Carolina,45007,21459,21426,33
86825,2021-03-25,Bamberg,South Carolina,45009,1502,1502,0
86826,2021-03-25,Barnwell,South Carolina,45011,2467,2464,3
86827,2021-03-25,Beaufort,South Carolina,45013,16139,16119,20
86828,2021-03-25,Berkeley,South Carolina,45015,15985,15936,49
86829,2021-03-25,Calhoun,South Carolina,45017,1269,1269,0
86830,2021-03-25,Charleston,South Carolina,45019,40172,40088,84
86831,2021-03-25,Cherokee,South Carolina,45021,5681,5672,9
86832,2021-03-25,Chester,South Carolina,45023,3931,3924,7
86833,2021-03-25,Chesterfield,South Carolina,45025,4533,4521,12
86834,2021-03-25,Clarendon,South Carolina,45027,3247,3220,27
86835,2021-03-25,Colleton,South Carolina,45029,3375,3369,6
86836,2021-03-25,Darlington,South Carolina,45031,8107,8104,3
86837,2021-03-25,Dillon,South Carolina,45033,4179,4156,23
86838,2021-03-25,Dorchester,South Carolina,45035,16100,16048,52
86839,2021-03-25,Edgefield,South Carolina,45037,2939,2935,4
86840,2021-03-25,Fairfield,South Carolina,45039,2249,2243,6
86841,2021-03-25,Florence,South Carolina,45041,17123,17095,28
86842,2021-03-25,Georgetown,South Carolina,45043,6435,6419,16
86843,2021-03-25,Greenville,South Carolina,45045,68177,67919,258
86844,2021-03-25,Greenwood,South Carolina,45047,7553,7521,32
86845,2021-03-25,Hampton,South Carolina,45049,1816,1806,10
86846,2021-03-25,Horry,South Carolina,45051,36521,36438,83
86847,2021-03-25,Jasper,South Carolina,45053,2217,2211,6
86848,2021-03-25,Kershaw,South Carolina,45055,6989,6980,9
86849,2021-03-25,Lancaster,South Carolina,45057,9998,9983,15
86850,2021-03-25,Laurens,South Carolina,45059,6605,6585,20
86851,2021-03-25,Lee,South Carolina,45061,1824,1823,1
86852,2021-03-25,Lexington,South Carolina,45063,31282,31201,81
86855,2021-03-25,McCormick,South Carolina,45065,984,982,2
86853,2021-03-25,Marion,South Carolina,45067,3378,3368,10
86854,2021-03-25,Marlboro,South Carolina,45069,3109,3107,2
86856,2021-03-25,Newberry,South Carolina,45071,4632,4617,15
86857,2021-03-25,Oconee,South Carolina,45073,8820,8795,25
86858,2021-03-25,Orangeburg,South Carolina,45075,9239,9229,10
86859,2021-03-25,Pickens,South Carolina,45077,17291,17243,48
86860,2021-03-25,Richland,South Carolina,45079,43394,43317,77
86861,2021-03-25,Saluda,South Carolina,45081,1696,1695,1
86862,2021-03-25,Spartanburg,South Carolina,45083,38092,37992,100
86863,2021-03-25,Sumter,South Carolina,45085,10028,10024,4
86864,2021-03-25,Union,South Carolina,45087,2817,2796,21
86865,2021-03-25,Williamsburg,South Carolina,45089,3917,3915,2
86866,2021-03-25,York,South Carolina,45091,28282,28212,70
