,State,fips,cases,deaths,1 week increase in cases,2 change increase in cases/ 1 week increase,4 change increase in cases/ 1 week increase,latest Date Used,pop,density,date,never,Rarely,Sometimes,Frequently,Always
0,Alabama,01,499411,10149,11676,0.2556526207605344,0.23441247002398083,2021-04-04,4934190,97.427,2021-04-04,0.08156716417910449,0.08108955223880598,0.1466119402985074,0.21534328358208948,0.47531343283582095
1,Alabama,01,498887,10122,11692,0.25667122819021554,0.25957919945261715,2021-04-03,4934190,97.427,2021-04-04,0.08156716417910449,0.08108955223880598,0.1466119402985074,0.21534328358208948,0.47531343283582095
2,Alabama,01,498076,10094,11972,0.25810223855663217,0.2612763113932509,2021-04-02,4934190,97.427,2021-04-04,0.08156716417910449,0.08108955223880598,0.1466119402985074,0.21534328358208948,0.47531343283582095
3,Alabama,01,497154,10029,12322,0.2625385489368609,0.25604609641292,2021-04-01,4934190,97.427,2021-04-04,0.08156716417910449,0.08108955223880598,0.1466119402985074,0.21534328358208948,0.47531343283582095
4,Alabama,01,494421,9991,14296,0.2148852825965305,0.2517487409065473,2021-03-31,4934190,97.427,2021-04-04,0.08156716417910449,0.08108955223880598,0.1466119402985074,0.21534328358208948,0.47531343283582095
5,Alabama,01,493769,9931,14460,0.24550484094052558,0.22136929460580912,2021-03-30,4934190,97.427,2021-04-04,0.08156716417910449,0.08108955223880598,0.1466119402985074,0.21534328358208948,0.47531343283582095
6,Alabama,01,493252,9929,10421,0.747241147682564,0.3031378946358315,2021-03-29,4934190,97.427,2021-04-04,0.08156716417910449,0.08108955223880598,0.1466119402985074,0.21534328358208948,0.47531343283582095
7,Alabama,01,492683,9930,10622,0.7326303897571079,0.311052532479759,2021-03-28,4934190,97.427,2021-04-04,0.08156716417910449,0.08108955223880598,0.1466119402985074,0.21534328358208948,0.47531343283582095
8,Alabama,01,491849,9869,10862,0.7243601546676487,0.3215798195544099,2021-03-27,4934190,97.427,2021-04-04,0.08156716417910449,0.08108955223880598,0.1466119402985074,0.21534328358208948,0.47531343283582095
9,Alabama,01,491110,9831,11153,0.6980184703667175,0.31668609342777726,2021-03-26,4934190,97.427,2021-04-04,0.08156716417910449,0.08108955223880598,0.1466119402985074,0.21534328358208948,0.47531343283582095
10,Alabama,01,490220,9744,11178,0.7226695294328145,0.3276078010377527,2021-03-25,4934190,97.427,2021-04-04,0.08156716417910449,0.08108955223880598,0.1466119402985074,0.21534328358208948,0.47531343283582095
11,Alabama,01,488973,9660,11643,0.695782873829769,0.3430387357210341,2021-03-24,4934190,97.427,2021-04-04,0.08156716417910449,0.08108955223880598,0.1466119402985074,0.21534328358208948,0.47531343283582095
12,Alaska,02,58870,292,1813,0.5852178709321566,0.685603971318257,2021-04-04,724357,1.2694,2021-04-04,0.05592000000000001,0.06731999999999999,0.09264000000000001,0.33092000000000005,0.45308
13,Alaska,02,58870,292,1813,0.5852178709321566,0.685603971318257,2021-04-03,724357,1.2694,2021-04-04,0.05592000000000001,0.06731999999999999,0.09264000000000001,0.33092000000000005,0.45308
14,Alaska,02,58722,291,1884,0.505307855626327,0.7584925690021231,2021-04-02,724357,1.2694,2021-04-04,0.05592000000000001,0.06731999999999999,0.09264000000000001,0.33092000000000005,0.45308
15,Alaska,02,58574,291,1877,0.5114544485881726,0.732019179541822,2021-04-01,724357,1.2694,2021-04-04,0.05592000000000001,0.06731999999999999,0.09264000000000001,0.33092000000000005,0.45308
16,Alaska,02,58383,290,1894,0.49366420274551215,0.7111932418162619,2021-03-31,724357,1.2694,2021-04-04,0.05592000000000001,0.06731999999999999,0.09264000000000001,0.33092000000000005,0.45308
17,Alaska,02,58229,289,1945,0.442159383033419,0.6997429305912597,2021-03-30,724357,1.2694,2021-04-04,0.05592000000000001,0.06731999999999999,0.09264000000000001,0.33092000000000005,0.45308
18,Alaska,02,57846,279,1950,0.45487179487179485,0.5441025641025641,2021-03-29,724357,1.2694,2021-04-04,0.05592000000000001,0.06731999999999999,0.09264000000000001,0.33092000000000005,0.45308
19,Alaska,02,57846,279,1950,0.45487179487179485,0.5441025641025641,2021-03-28,724357,1.2694,2021-04-04,0.05592000000000001,0.06731999999999999,0.09264000000000001,0.33092000000000005,0.45308
20,Alaska,02,57846,279,1950,0.45487179487179485,0.5441025641025641,2021-03-27,724357,1.2694,2021-04-04,0.05592000000000001,0.06731999999999999,0.09264000000000001,0.33092000000000005,0.45308
21,Alaska,02,57735,279,1954,0.4692937563971341,0.5823950870010235,2021-03-26,724357,1.2694,2021-04-04,0.05592000000000001,0.06731999999999999,0.09264000000000001,0.33092000000000005,0.45308
22,Alaska,02,57550,279,1901,0.5260389268805892,0.5823250920568122,2021-03-25,724357,1.2694,2021-04-04,0.05592000000000001,0.06731999999999999,0.09264000000000001,0.33092000000000005,0.45308
23,Alaska,02,57371,279,1928,0.5072614107883817,0.5881742738589212,2021-03-24,724357,1.2694,2021-04-04,0.05592000000000001,0.06731999999999999,0.09264000000000001,0.33092000000000005,0.45308
24,Arizona,04,825119,16323,10646,0.3352432838624836,0.46665414240090175,2021-04-04,7520100,66.2016,2021-04-04,0.04966666666666667,0.053200000000000004,0.09466666666666668,0.14733333333333334,0.655
25,Arizona,04,823384,16272,11672,0.30003427004797806,0.45236463331048665,2021-04-03,7520100,66.2016,2021-04-04,0.04966666666666667,0.053200000000000004,0.09466666666666668,0.14733333333333334,0.655
26,Arizona,04,821474,16185,13133,0.2573669382471636,0.39176121221350796,2021-04-02,7520100,66.2016,2021-04-04,0.04966666666666667,0.053200000000000004,0.09466666666666668,0.14733333333333334,0.655
27,Arizona,04,820561,16089,13768,0.2556653108657757,0.3160226612434631,2021-04-01,7520100,66.2016,2021-04-04,0.04966666666666667,0.053200000000000004,0.09466666666666668,0.14733333333333334,0.655
28,Arizona,04,819281,16065,14602,0.23017394877414052,0.31276537460621834,2021-03-31,7520100,66.2016,2021-04-04,0.04966666666666667,0.053200000000000004,0.09466666666666668,0.14733333333333334,0.655
29,Arizona,04,818268,15979,15123,0.22125239701117502,0.2870462209878992,2021-03-30,7520100,66.2016,2021-04-04,0.04966666666666667,0.053200000000000004,0.09466666666666668,0.14733333333333334,0.655
30,Arizona,04,817232,15980,15511,0.22629101927664239,0.27387015666301334,2021-03-29,7520100,66.2016,2021-04-04,0.04966666666666667,0.053200000000000004,0.09466666666666668,0.14733333333333334,0.655
31,Arizona,04,816334,15967,15760,0.23293147208121828,0.26161167512690353,2021-03-28,7520100,66.2016,2021-04-04,0.04966666666666667,0.053200000000000004,0.09466666666666668,0.14733333333333334,0.655
32,Arizona,04,815345,15897,16487,0.1955480075210772,0.25947716382604474,2021-03-27,7520100,66.2016,2021-04-04,0.04966666666666667,0.053200000000000004,0.09466666666666668,0.14733333333333334,0.655
33,Arizona,04,813898,15821,16567,0.25001509023963303,0.2384861471600169,2021-03-26,7520100,66.2016,2021-04-04,0.04966666666666667,0.053200000000000004,0.09466666666666668,0.14733333333333334,0.655
34,Arizona,04,812653,15693,15977,0.35670025661888966,0.22895412154972775,2021-03-25,7520100,66.2016,2021-04-04,0.04966666666666667,0.053200000000000004,0.09466666666666668,0.14733333333333334,0.655
35,Arizona,04,811560,15651,16240,0.3745689655172414,0.24421182266009853,2021-03-24,7520100,66.2016,2021-04-04,0.04966666666666667,0.053200000000000004,0.09466666666666668,0.14733333333333334,0.655
36,Arkansas,05,324653,5297,3894,0.3371854134565999,0.3066255778120185,2021-04-04,3033950,58.3059,2021-04-04,0.09091999999999999,0.08725333333333331,0.13835999999999996,0.22062666666666678,0.4628666666666666
37,Arkansas,05,324326,5283,3947,0.3602736255383836,0.3230301494806182,2021-04-03,3033950,58.3059,2021-04-04,0.09091999999999999,0.08725333333333331,0.13835999999999996,0.22062666666666678,0.4628666666666666
38,Arkansas,05,323756,5273,4289,0.3418046164607135,0.2895779902075076,2021-04-02,3033950,58.3059,2021-04-04,0.09091999999999999,0.08725333333333331,0.13835999999999996,0.22062666666666678,0.4628666666666666
39,Arkansas,05,323353,5261,4428,0.3152664859981933,0.32339656729900634,2021-04-01,3033950,58.3059,2021-04-04,0.09091999999999999,0.08725333333333331,0.13835999999999996,0.22062666666666678,0.4628666666666666
40,Arkansas,05,322949,5254,4507,0.33059684934546263,0.32216552030175283,2021-03-31,3033950,58.3059,2021-04-04,0.09091999999999999,0.08725333333333331,0.13835999999999996,0.22062666666666678,0.4628666666666666
41,Arkansas,05,322509,5250,4551,0.36189848384970336,0.3249835201054713,2021-03-30,3033950,58.3059,2021-04-04,0.09091999999999999,0.08725333333333331,0.13835999999999996,0.22062666666666678,0.4628666666666666
42,Arkansas,05,322415,5243,4528,0.37809187279151946,0.29880742049469966,2021-03-29,3033950,58.3059,2021-04-04,0.09091999999999999,0.08725333333333331,0.13835999999999996,0.22062666666666678,0.4628666666666666
43,Arkansas,05,319195,5417,7618,0.22761879758466788,0.18141244421107902,2021-03-28,3033950,58.3059,2021-04-04,0.09091999999999999,0.08725333333333331,0.13835999999999996,0.22062666666666678,0.4628666666666666
44,Arkansas,05,318638,5407,7861,0.22567103421956494,0.20188271212313955,2021-03-27,3033950,58.3059,2021-04-04,0.09091999999999999,0.08725333333333331,0.13835999999999996,0.22062666666666678,0.4628666666666666
45,Arkansas,05,318122,5397,7918,0.25322051022985603,0.20838595604950746,2021-03-26,3033950,58.3059,2021-04-04,0.09091999999999999,0.08725333333333331,0.13835999999999996,0.22062666666666678,0.4628666666666666
46,Arkansas,05,317396,5387,8304,0.250602119460501,0.20833333333333334,2021-03-25,3033950,58.3059,2021-04-04,0.09091999999999999,0.08725333333333331,0.13835999999999996,0.22062666666666678,0.4628666666666666
47,Arkansas,05,316593,5377,8790,0.23583617747440272,0.19579067121729238,2021-03-24,3033950,58.3059,2021-04-04,0.09091999999999999,0.08725333333333331,0.13835999999999996,0.22062666666666678,0.4628666666666666
48,California,06,3596962,54124,43742,0.4137899501623154,0.4808422111471812,2021-04-04,39613500,254.2929,2021-04-04,0.032310344827586206,0.03072413793103448,0.06368965517241379,0.15860344827586204,0.7146379310344825
49,California,06,3592698,53838,45817,0.39675229718226857,0.4696728288626492,2021-04-03,39613500,254.2929,2021-04-04,0.032310344827586206,0.03072413793103448,0.06368965517241379,0.15860344827586204,0.7146379310344825
50,California,06,3587633,53457,47670,0.37791063561988675,0.4616740088105727,2021-04-02,39613500,254.2929,2021-04-04,0.032310344827586206,0.03072413793103448,0.06368965517241379,0.15860344827586204,0.7146379310344825
51,California,06,3582377,53066,49358,0.3869281575428502,0.41991166578872724,2021-04-01,39613500,254.2929,2021-04-04,0.032310344827586206,0.03072413793103448,0.06368965517241379,0.15860344827586204,0.7146379310344825
52,California,06,3577973,52774,50393,0.39072887107336335,0.4139662254678229,2021-03-31,39613500,254.2929,2021-04-04,0.032310344827586206,0.03072413793103448,0.06368965517241379,0.15860344827586204,0.7146379310344825
53,California,06,3573656,52487,52648,0.36571189788785896,0.39606442789849566,2021-03-30,39613500,254.2929,2021-04-04,0.032310344827586206,0.03072413793103448,0.06368965517241379,0.15860344827586204,0.7146379310344825
54,California,06,3569459,52213,53883,0.35836905888684745,0.3967856281201863,2021-03-29,39613500,254.2929,2021-04-04,0.032310344827586206,0.03072413793103448,0.06368965517241379,0.15860344827586204,0.7146379310344825
55,California,06,3565969,51979,55125,0.35573696145124717,0.36769160997732425,2021-03-28,39613500,254.2929,2021-04-04,0.032310344827586206,0.03072413793103448,0.06368965517241379,0.15860344827586204,0.7146379310344825
56,California,06,3561560,51794,55796,0.3792207326690085,0.36362821707649295,2021-03-27,39613500,254.2929,2021-04-04,0.032310344827586206,0.03072413793103448,0.06368965517241379,0.15860344827586204,0.7146379310344825
57,California,06,3554658,51385,60391,0.33538109983275655,0.3541918497789406,2021-03-26,39613500,254.2929,2021-04-04,0.032310344827586206,0.03072413793103448,0.06368965517241379,0.15860344827586204,0.7146379310344825
58,California,06,3549023,50953,62467,0.32409112011141883,0.34551042950677957,2021-03-25,39613500,254.2929,2021-04-04,0.032310344827586206,0.03072413793103448,0.06368965517241379,0.15860344827586204,0.7146379310344825
59,California,06,3543172,49869,64850,0.31370855821125676,0.34644564379336934,2021-03-24,39613500,254.2929,2021-04-04,0.032310344827586206,0.03072413793103448,0.06368965517241379,0.15860344827586204,0.7146379310344825
60,Colorado,08,437650,6075,14524,0.5466813549986229,0.7327871109887083,2021-04-04,5893630,56.8653,2021-04-04,0.03915624999999999,0.07193749999999997,0.097265625,0.24432812499999998,0.5474374999999999
61,Colorado,08,436848,6075,13501,0.5745500333308644,0.8107547589067476,2021-04-03,5893630,56.8653,2021-04-04,0.03915624999999999,0.07193749999999997,0.097265625,0.24432812499999998,0.5474374999999999
62,Colorado,08,435448,6066,13758,0.5672336095362698,0.7989533362407326,2021-04-02,5893630,56.8653,2021-04-04,0.03915624999999999,0.07193749999999997,0.097265625,0.24432812499999998,0.5474374999999999
63,Colorado,08,434143,6063,13697,0.6007884938307658,0.7519164780608892,2021-04-01,5893630,56.8653,2021-04-04,0.03915624999999999,0.07193749999999997,0.097265625,0.24432812499999998,0.5474374999999999
64,Colorado,08,432939,6054,14210,0.48043631245601687,0.7604503870513722,2021-03-31,5893630,56.8653,2021-04-04,0.03915624999999999,0.07193749999999997,0.097265625,0.24432812499999998,0.5474374999999999
