,State,fips,cases,deaths,1 week increase in cases,2 change increase in cases/ 1 week increase,4 change increase in cases/ 1 week increase,latest Date Used,pop,density
48,Washington,53,372631,5338,10242,0.6153095098613552,0.7422378441710603,2021-04-05,8603980,217.8774
49,West Virginia,54,143733,2696,4475,0.6455865921787709,0.6127374301675977,2021-04-05,7796940,117.3248
50,Wisconsin,55,639765,7342,8152,0.5726202158979392,0.6259813542688911,2021-04-05,1767860,73.5444
51,Wyoming,56,56529,700,827,0.5562273276904474,0.40991535671100365,2021-04-05,5852490,108.0633
52,Puerto Rico,72,143637,2136,2806,0.7811831789023521,1.100142551674982,2021-04-05,581075,5.9847
1,Alabama,01,516809,10637,11641,0.25178249291298,0.2077141139077399,2021-04-04,4934190,97.427
2,Alaska,02,62987,299,1813,0.5852178709321566,0.685603971318257,2021-04-04,724357,1.2694
3,Arizona,04,844302,16994,9799,0.37095622002245127,0.45045412797224205,2021-04-04,7520100,66.2016
4,Arkansas,05,331054,5643,3837,0.3320302319520459,0.29319781078967944,2021-04-04,3033950,58.3059
5,California,06,3679837,59699,42936,0.42670486305198435,0.4393515930687535,2021-04-04,39613500,254.2929
6,Colorado,08,470757,6190,15001,0.53996400239984,0.6619558696086928,2021-04-04,5893630,56.8653
7,Connecticut,09,313956,7904,11361,0.7498459642637092,0.7698265997711469,2021-04-04,3552820,733.7505
8,Delaware,10,96376,1566,3933,0.45130943300279686,0.5883549453343504,2021-04-04,990334,508.1242
9,District of Columbia,11,45037,1070,1810,0.5226519337016574,0.47624309392265196,2021-04-04,714153,11707.4262
10,Florida,12,2081818,33673,63354,0.5628058212583262,0.596978880575812,2021-04-04,21944600,409.2233
11,Georgia,13,1040572,18625,22130,0.47514685946678714,0.43709896068685045,2021-04-04,10830000,188.3053
12,Hawaii,15,30338,464,1013,0.6850937808489634,0.7996051332675223,2021-04-04,1406430,218.9678
13,Idaho,16,181309,1969,4490,0.44766146993318484,0.400445434298441,2021-04-04,1860120,22.5079
14,Illinois,17,1260001,23654,23476,0.6794598739137843,0.801414210257284,2021-04-04,12569300,226.3964
15,Indiana,18,694204,13074,10688,0.5722305389221557,0.6455838323353293,2021-04-04,6805660,189.9643
16,Iowa,19,353362,5822,6113,0.6427286111565517,0.5967610011451006,2021-04-04,3167970,56.7157
17,Kansas,20,305137,4932,3323,0.4474872103520915,0.429431236834186,2021-04-04,2917220,35.6807
18,Kentucky,21,432344,6210,10072,0.41173550436854645,0.3896942017474186,2021-04-04,4480710,113.4759
19,Louisiana,22,445469,10161,5952,0.5598118279569892,0.4032258064516129,2021-04-04,4627000,107.0966
20,Maine,23,51763,745,2670,0.5191011235955056,0.7164794007490637,2021-04-04,1354520,43.9166
21,Maryland,24,417514,8350,12707,0.6312268828204927,0.7306996143857716,2021-04-04,6065440,624.8522
22,Massachusetts,25,643232,17281,23312,0.6375686341798216,0.5877230610844201,2021-04-04,6912240,886.1846
23,Michigan,26,768341,17249,35103,0.9183830441842578,1.2824260034754864,2021-04-04,9992430,176.7352
24,Minnesota,27,526345,6953,15213,0.6470781568395452,0.7368040491684743,2021-04-04,5706400,71.6641
25,Mississippi,28,306088,7055,5256,0.3384703196347032,0.2800608828006088,2021-04-04,2966410,63.2187
26,Missouri,29,587608,8988,58236,0.08402019369462188,0.07002541383336768,2021-04-04,6169040,89.7419
27,Montana,30,105150,1466,2143,0.5006999533364442,0.4507699486700887,2021-04-04,1085000,7.4547
28,Nebraska,31,211966,2287,3488,0.5948967889908257,0.8884747706422018,2021-04-04,1952000,25.4087
29,Nevada,32,305191,5274,4922,0.3852092645266152,0.42624949207639173,2021-04-04,3185790,29.0195
30,New Hampshire,33,85846,1249,3682,0.674633351439435,0.7656165127648017,2021-04-04,1372200,153.2671
31,New Jersey,34,927195,24637,53277,0.5774349156296338,0.5733243238170317,2021-04-04,8874520,1206.7609
32,New Mexico,35,192152,3951,2809,0.4688501245995016,0.39302242791028835,2021-04-04,2105000,17.354
33,New York,36,1904141,50124,88118,0.7508568056469733,0.6236069815474704,2021-04-04,19300000,409.5404
34,North Carolina,37,922008,12161,23777,0.4517390755772385,0.4604449678260504,2021-04-04,10701000,220.1037
35,North Dakota,38,103670,1498,1261,0.7398889770023791,0.8366375892149088,2021-04-04,770026,11.1596
36,Ohio,39,1024011,18643,21280,0.5578477443609022,0.5821898496240602,2021-04-04,11714600,286.6939
37,Oklahoma,40,439149,4953,5494,0.45140152894066254,0.39643247178740443,2021-04-04,3990440,58.1739
38,Oregon,41,166882,2407,4182,0.5786704925872788,0.7006217120994739,2021-04-04,4289440,44.6873
39,Pennsylvania,42,1046714,25250,37982,0.6663682797114423,0.7898741509135907,2021-04-04,12804100,286.1699
40,Rhode Island,44,138255,2630,4918,0.5563237088247255,0.5042700284668564,2021-04-04,3194370,923.4952
41,South Carolina,45,555274,9196,15717,0.4846344722275243,0.38652414582935674,2021-04-04,1061510,1026.6054
42,South Dakota,46,118361,1938,2278,0.6044776119402985,0.49034240561896403,2021-04-04,5277830,175.5707
43,Tennessee,47,799463,11809,15106,0.565603071627168,0.4403548258969946,2021-04-04,896581,11.8265
44,Texas,48,2802562,48851,59065,0.45768221450943875,0.34878523660374167,2021-04-04,6944260,168.4069
45,Utah,49,387401,2132,6781,0.4326795457897065,0.4099690311163545,2021-04-04,29730300,113.808
46,Vermont,50,20149,229,1657,0.651780325890163,0.8020519010259505,2021-04-04,3310770,40.2917
47,Virginia,51,625148,10329,19208,0.5444606413994169,0.5092669720949604,2021-04-04,623251,67.6197
48,Washington,53,370409,5326,10029,0.6220959218267026,0.6730481603350285,2021-04-04,8603980,217.8774
49,West Virginia,54,143456,2695,4381,0.6361561287377311,0.6489385984934947,2021-04-04,7796940,117.3248
50,Wisconsin,55,639414,7341,7952,0.5924295774647887,0.6409708249496981,2021-04-04,1767860,73.5444
51,Wyoming,56,56447,700,817,0.5691554467564259,0.4908200734394125,2021-04-04,5852490,108.0633
52,Puerto Rico,72,143448,2131,2699,0.7306409781400519,1.239347906632086,2021-04-04,581075,5.9847
1,Alabama,01,516615,10637,11676,0.2556526207605344,0.21779719081877355,2021-04-03,4934190,97.427
2,Alaska,02,62987,299,1813,0.5852178709321566,0.685603971318257,2021-04-03,724357,1.2694
3,Arizona,04,843838,16991,10646,0.3352432838624836,0.42306969753898177,2021-04-03,7520100,66.2016
4,Arkansas,05,330970,5641,3894,0.3371854134565999,0.2850539291217257,2021-04-03,3033950,58.3059
5,California,06,3678212,59648,43742,0.4137899501623154,0.44369256092542636,2021-04-03,39613500,254.2929
6,Colorado,08,469052,6187,14524,0.5466813549986229,0.6153952079316992,2021-04-03,5893630,56.8653
7,Connecticut,09,313956,7904,11361,0.7498459642637092,0.7698265997711469,2021-04-03,3552820,733.7505
8,Delaware,10,96077,1565,3803,0.4625295819090192,0.6247699184854063,2021-04-03,990334,508.1242
9,District of Columbia,11,44932,1070,1902,0.4605678233438486,0.46319663512092535,2021-04-03,714153,11707.4262
10,Florida,12,2077024,33651,63465,0.5467580556212085,0.5982825179232648,2021-04-03,21944600,409.2233
11,Georgia,13,1039632,18623,22208,0.5031069884726225,0.43385266570605185,2021-04-03,10830000,188.3053
12,Hawaii,15,30246,464,989,0.6703741152679474,0.8291203235591507,2021-04-03,1406430,218.9678
13,Idaho,16,181309,1969,4490,0.44766146993318484,0.400445434298441,2021-04-03,1860120,22.5079
14,Illinois,17,1257605,23635,23164,0.6530823691935762,0.8026679329994819,2021-04-03,12569300,226.3964
15,Indiana,18,693258,13074,10666,0.5569098068629289,0.6467279204950309,2021-04-03,6805660,189.9643
16,Iowa,19,353207,5822,6133,0.6375346486222078,0.5956301972933311,2021-04-03,3167970,56.7157
17,Kansas,20,305137,4932,3323,0.4474872103520915,0.429431236834186,2021-04-03,2917220,35.6807
18,Kentucky,21,432287,6210,10305,0.39961183891314894,0.40562833575934015,2021-04-03,4480710,113.4759
19,Louisiana,22,445469,10161,6692,0.497907949790795,0.3586371787208607,2021-04-03,4627000,107.0966
20,Maine,23,51468,745,2657,0.512231840421528,0.6831012420022582,2021-04-03,1354520,43.9166
21,Maryland,24,415845,8342,12409,0.6199532597308405,0.7213312918043355,2021-04-03,6065440,624.8522
22,Massachusetts,25,643232,17281,22926,0.6411497862688651,0.6837651574631423,2021-04-03,6912240,886.1846
23,Michigan,26,768303,17249,35005,0.9221254106556206,1.2882445364947865,2021-04-03,9992430,176.7352
24,Minnesota,27,526345,6953,15157,0.6313914363000593,0.8203470343735568,2021-04-03,5706400,71.6641
25,Mississippi,28,305991,7055,5356,0.3254294249439881,0.2933159073935773,2021-04-03,2966410,63.2187
26,Missouri,29,587144,8988,58149,0.08485098625943696,0.06792894116837779,2021-04-03,6169040,89.7419
27,Montana,30,105092,1465,2117,0.5276334435521965,0.4407179971658007,2021-04-03,1085000,7.4547
28,Nebraska,31,211731,2287,3601,0.5615106914745904,0.8397667314634824,2021-04-03,1952000,25.4087
29,Nevada,32,304931,5274,4932,0.40125709651257097,0.40145985401459855,2021-04-03,3185790,29.0195
30,New Hampshire,33,85448,1247,3621,0.6708091687379177,0.7464788732394366,2021-04-03,1372200,153.2671
31,New Jersey,34,923394,24632,52559,0.5612169181301014,0.5945508856713407,2021-04-03,8874520,1206.7609
32,New Mexico,35,192152,3951,2818,0.4709013484740951,0.4488999290276792,2021-04-03,2105000,17.354
33,New York,36,1896534,50042,92041,0.6632587651155464,0.6105539922425876,2021-04-03,19300000,409.5404
34,North Carolina,37,921917,12161,23777,0.4517390755772385,0.45661773983261134,2021-04-03,10701000,220.1037
35,North Dakota,38,103609,1498,1246,0.7504012841091493,0.8354735152487961,2021-04-03,770026,11.1596
36,Ohio,39,1024011,18643,21081,0.5589867653337128,0.636022959062663,2021-04-03,11714600,286.6939
37,Oklahoma,40,439149,4953,5955,0.4164567590260285,0.36574307304785897,2021-04-03,3990440,58.1739
38,Oregon,41,166480,2406,4179,0.5731036133046183,0.6563771237138071,2021-04-03,4289440,44.6873
39,Pennsylvania,42,1043693,25243,37633,0.6590226662769378,0.7853745383041479,2021-04-03,12804100,286.1699
40,Rhode Island,44,138255,2630,4918,0.5563237088247255,0.5042700284668564,2021-04-03,3194370,923.4952
41,South Carolina,45,555274,9196,15933,0.484780016318333,0.44938178622983743,2021-04-03,1061510,1026.6054
42,South Dakota,46,118361,1938,2345,0.5791044776119403,0.5458422174840085,2021-04-03,5277830,175.5707
43,Tennessee,47,799450,11809,16081,0.531248056712891,0.41583234873453145,2021-04-03,896581,11.8265
44,Texas,48,2801550,48831,59586,0.4427717920316853,0.37878025039438795,2021-04-03,6944260,168.4069
45,Utah,49,387057,2132,6817,0.4283409124248203,0.4145518556549802,2021-04-03,29730300,113.808
46,Vermont,50,19905,229,1591,0.6712759270898806,0.8057825267127593,2021-04-03,3310770,40.2917
47,Virginia,51,623881,10287,19211,0.5322992035812816,0.5156941335693093,2021-04-03,623251,67.6197
48,Washington,53,370362,5326,10075,0.616575682382134,0.6723573200992555,2021-04-03,8603980,217.8774
49,West Virginia,54,143106,2693,4188,0.6776504297994269,0.666189111747851,2021-04-03,7796940,117.3248
50,Wisconsin,55,638777,7342,7890,0.5930291508238277,0.6249683143219265,2021-04-03,1767860,73.5444
51,Wyoming,56,56447,700,817,0.5691554467564259,0.4908200734394125,2021-04-03,5852490,108.0633
52,Puerto Rico,72,143022,2126,2894,0.5777470628887353,1.2142363510711818,2021-04-03,581075,5.9847
1,Alabama,01,516266,10607,11692,0.25667122819021554,0.22972972972972974,2021-04-02,4934190,97.427
2,Alaska,02,62987,299,1813,0.5852178709321566,0.685603971318257,2021-04-02,724357,1.2694
3,Arizona,04,843132,16989,11672,0.30003427004797806,0.3918779986291981,2021-04-02,7520100,66.2016
4,Arkansas,05,330753,5639,3947,0.3602736255383836,0.2680516848239169,2021-04-02,3033950,58.3059
5,California,06,3675326,59574,45817,0.39675229718226857,0.40668310888971343,2021-04-02,39613500,254.2929
6,Colorado,08,468002,6184,13501,0.5745500333308644,0.7329827420191097,2021-04-02,5893630,56.8653
7,Connecticut,09,313956,7904,11361,0.7498459642637092,0.7698265997711469,2021-04-02,3552820,733.7505
8,Delaware,10,95590,1565,3761,0.44934857750598245,0.6022334485509173,2021-04-02,990334,508.1242
9,District of Columbia,11,44807,1069,1912,0.41370292887029286,0.5135983263598326,2021-04-02,714153,11707.4262
10,Florida,12,2071007,33585,63050,0.5380174464710548,0.6000951625693893,2021-04-02,21944600,409.2233
11,Georgia,13,1038351,18592,22698,0.49929509207859724,0.43633800334831263,2021-04-02,10830000,188.3053
12,Hawaii,15,30140,460,985,0.6538071065989848,0.8304568527918782,2021-04-02,1406430,218.9678
13,Idaho,16,181298,1969,4363,0.4632133852853541,0.4549621819848728,2021-04-02,1860120,22.5079
14,Illinois,17,1254866,23626,23801,0.6085878744590564,0.7704718289147515,2021-04-02,12569300,226.3964
15,Indiana,18,692207,13069,11009,0.5316559178853665,0.6199473158325007,2021-04-02,6805660,189.9643
16,Iowa,19,352714,5754,6183,0.6066634319909429,0.5917839236616529,2021-04-02,3167970,56.7157
17,Kansas,20,305137,4932,3326,0.447083583884546,0.4290438965724594,2021-04-02,2917220,35.6807
18,Kentucky,21,431785,6192,10636,0.3902783001128244,0.3887739751786386,2021-04-02,4480710,113.4759
19,Louisiana,22,445469,10161,6692,0.497907949790795,0.3586371787208607,2021-04-02,4627000,107.0966
20,Maine,23,51189,744,2618,0.524446142093201,0.6669213139801375,2021-04-02,1354520,43.9166
21,Maryland,24,414570,8319,12223,0.6090976028798167,0.7397529248138754,2021-04-02,6065440,624.8522
22,Massachusetts,25,640779,17249,22272,0.6512661637931034,0.7090966235632183,2021-04-02,6912240,886.1846
23,Michigan,26,759190,17185,33248,0.9197244947064485,1.2333974975938402,2021-04-02,9992430,176.7352
24,Minnesota,27,524281,6942,14723,0.6258235413978129,0.8222508999524554,2021-04-02,5706400,71.6641
25,Mississippi,28,305701,7051,5571,0.3399748698617842,0.267635971997846,2021-04-02,2966410,63.2187
26,Missouri,29,586634,8985,58062,0.08516757948399986,0.06844407702111537,2021-04-02,6169040,89.7419
27,Montana,30,104992,1454,2102,0.5742150333016175,0.42102759276879165,2021-04-02,1085000,7.4547
28,Nebraska,31,211422,2284,3599,0.48430119477632677,0.891636565712698,2021-04-02,1952000,25.4087
29,Nevada,32,304478,5260,5138,0.3787465940054496,0.35480731802257687,2021-04-02,3185790,29.0195
30,New Hampshire,33,85010,1245,3574,0.6653609401231113,0.7375489647453833,2021-04-02,1372200,153.2671
31,New Jersey,34,918949,24615,51372,0.5789145838199797,0.6125905162345247,2021-04-02,8874520,1206.7609
32,New Mexico,35,192152,3951,2914,0.4605353466026081,0.49279341111873715,2021-04-02,2105000,17.354
33,New York,36,1888823,49946,93500,0.6308128342245989,0.611957219251337,2021-04-02,19300000,409.5404
34,North Carolina,37,921917,12161,23730,0.528866413822166,0.4575221238938053,2021-04-02,10701000,220.1037
35,North Dakota,38,103492,1498,1237,0.7025060630557801,0.8714632174616006,2021-04-02,770026,11.1596
36,Ohio,39,1021718,18643,21106,0.5485170093812186,0.6066995167251019,2021-04-02,11714600,286.6939
37,Oklahoma,40,439149,4953,6933,0.3577095052646762,0.31414971873647773,2021-04-02,3990440,58.1739
38,Oregon,41,166014,2402,4083,0.5633112907176095,0.6480529022777369,2021-04-02,4289440,44.6873
39,Pennsylvania,42,1038349,25206,36372,0.6853073793027603,0.7650940283734741,2021-04-02,12804100,286.1699
40,Rhode Island,44,138255,2630,4918,0.5563237088247255,0.5042700284668564,2021-04-02,3194370,923.4952
41,South Carolina,45,554031,9179,15543,0.5062729202856592,0.4735893971562761,2021-04-02,1061510,1026.6054
42,South Dakota,46,118186,1938,2289,0.5744866754041066,0.5910878112712975,2021-04-02,5277830,175.5707
43,Tennessee,47,799445,11809,17047,0.5047222385170411,0.39426292016190534,2021-04-02,896581,11.8265
44,Texas,48,2799889,48755,60671,0.4252773153565954,0.39555965782663877,2021-04-02,6944260,168.4069
45,Utah,49,386610,2131,6920,0.42297687861271677,0.4102601156069364,2021-04-02,29730300,113.808
46,Vermont,50,19755,228,1574,0.7020330368487929,0.7986022871664549,2021-04-02,3310770,40.2917
47,Virginia,51,622339,10279,19122,0.5166823554021546,0.5374437820311683,2021-04-02,623251,67.6197
48,Washington,53,369319,5325,9904,0.5821890145395799,0.6983037156704361,2021-04-02,8603980,217.8774
49,West Virginia,54,142653,2688,4128,0.6438953488372093,0.7032461240310077,2021-04-02,7796940,117.3248
50,Wisconsin,55,637988,7338,7971,0.5670555764646845,0.6064483753606825,2021-04-02,1767860,73.5444
51,Wyoming,56,56447,700,817,0.5691554467564259,0.4908200734394125,2021-04-02,5852490,108.0633
52,Puerto Rico,72,142387,2126,2829,0.6115235065394132,1.112407211028632,2021-04-02,581075,5.9847
1,Alabama,01,515866,10553,11972,0.25810223855663217,0.22786501837621115,2021-04-01,4934190,97.427
2,Alaska,02,62785,299,1884,0.505307855626327,0.6512738853503185,2021-04-01,724357,1.2694
3,Arizona,04,842200,16977,13133,0.2573669382471636,0.3207949440341125,2021-04-01,7520100,66.2016
4,Arkansas,05,330609,5636,4289,0.3418046164607135,0.2560037304733038,2021-04-01,3033950,58.3059
5,California,06,3671559,59370,47670,0.37791063561988675,0.3826515628277743,2021-04-01,39613500,254.2929
