,State,fips,cases,deaths,1 week increase in cases,2 change increase in cases/ 1 week increase,4 change increase in cases/ 1 week increase,latest Date Used,Average Case number per day,pop,density
2,Alaska,2,62785,299,1884,0.505307856,0.651273885,4/1/2021,148.7142857,724357,1.2694
3,Arizona,4,842200,16977,13133,0.257366938,0.320794944,4/1/2021,242.7142857,7520100,66.2016
4,Arkansas,5,330609,5636,4289,0.341804616,0.25600373,4/1/2021,85.85714286,3033950,58.3059
5,California,6,3671559,59370,47670,0.377910636,0.382651563,4/1/2021,1075.285714,39613500,254.2929
6,Colorado,8,466368,6183,13758,0.56723361,0.680186074,4/1/2021,628.4285714,5893630,56.8653
7,Connecticut,9,312468,7900,10984,0.730699199,0.815549891,4/1/2021,575.5714286,3552820,733.7505
8,Delaware,10,95188,1559,3782,0.426493919,0.568482285,4/1/2021,112.2857143,990334,508.1242
9,District of Columbia,11,44656,1066,1878,0.413738019,0.525559105,4/1/2021,58.28571429,714153,11707.4262
10,Florida,12,2064517,33493,63885,0.521436957,0.580668389,4/1/2021,2449.428571,21944600,409.2233
11,Georgia,13,1036700,18536,23166,0.477725978,0.434602435,4/1/2021,665,10830000,188.3053
12,Hawaii,15,29888,460,905,0.675138122,0.848618785,4/1/2021,37.42857143,1406430,218.9678
13,Idaho,16,181023,1967,4189,0.501074242,0.480783003,4/1/2021,160.8571429,1860120,22.5079
14,Illinois,17,1251829,23601,22928,0.599703419,0.80303559,4/1/2021,1236.857143,12569300,226.3964
15,Indiana,18,691001,13048,11001,0.510135442,0.610853559,4/1/2021,426.2857143,6805660,189.9643
16,Iowa,19,352137,5751,6272,0.579081633,0.581154337,4/1/2021,274,3167970,56.7157
17,Kansas,20,304685,4913,3568,0.415078475,0.397421525,4/1/2021,77.42857143,2917220,35.6807
18,Kentucky,21,431160,6172,10618,0.41985308,0.391410812,4/1/2021,332.1428571,4480710,113.4759
19,Louisiana,22,445469,10161,7016,0.438568985,0.406071836,4/1/2021,223.4285714,4627000,107.0966
20,Maine,23,50788,744,2605,0.521305182,0.613435701,4/1/2021,108.2857143,1354520,43.9166
21,Maryland,24,413113,8303,11983,0.603938913,0.746557623,4/1/2021,550.4285714,6065440,624.8522
22,Massachusetts,25,638339,17217,22008,0.631952017,0.732142857,4/1/2021,1044,6912240,886.1846
23,Michigan,26,753124,17165,30750,0.938373984,1.331056911,4/1/2021,2929,9992430,176.7352
24,Minnesota,27,521745,6938,14084,0.635472877,0.800127805,4/1/2021,722.7142857,5706400,71.6641
25,Mississippi,28,305417,7048,5770,0.349740035,0.255632582,4/1/2021,103.1428571,2966410,63.2187
26,Missouri,29,585861,8981,57962,0.078361685,0.073306649,4/1/2021,275.4285714,6169040,89.7419
27,Montana,30,104865,1438,2096,0.584446565,0.43129771,4/1/2021,81.71428571,1085000,7.4547
28,Nebraska,31,210455,2284,3675,0.474013605,0.684897959,4/1/2021,184.2857143,1952000,25.4087
29,Nevada,32,304139,5256,5263,0.335740072,0.366711001,4/1/2021,119.1428571,3185790,29.0195
30,New Hampshire,33,84539,1245,3524,0.663166856,0.709421112,4/1/2021,171.2857143,1372200,153.2671
31,New Jersey,34,914420,24591,50678,0.563025376,0.642093216,4/1/2021,2021.285714,8874520,1206.7609
32,New Mexico,35,191946,3944,3002,0.444037308,0.484676882,4/1/2021,102.2857143,2105000,17.354
33,New York,36,1880768,49872,96574,0.580435728,0.59193986,4/1/2021,3229.428571,19300000,409.5404
34,North Carolina,37,921917,12160,24009,0.50735141,0.543504519,4/1/2021,811.2857143,10701000,220.1037
35,North Dakota,38,103331,1498,1220,0.652459016,0.902459016,4/1/2021,94.28571429,770026,11.1596
36,Ohio,39,1020041,18609,21305,0.487491199,0.651020887,4/1/2021,988.8571429,11714600,286.6939
37,Oklahoma,40,438777,4953,7434,0.326741996,0.305757331,4/1/2021,132,3990440,58.1739
38,Oregon,41,165524,2398,3928,0.569246436,0.673625255,4/1/2021,181.1428571,4289440,44.6873
39,Pennsylvania,42,1034263,25179,35660,0.655888951,0.806477846,4/1/2021,1954.142857,12804100,286.1699
40,Rhode Island,44,137848,2624,4889,0.546942115,0.523215381,4/1/2021,204.1428571,3194370,923.4952
41,South Carolina,45,552681,9174,15935,0.48672733,0.466080954,4/1/2021,373.2857143,1061510,1026.6054
42,South Dakota,46,117989,1938,2138,0.66463985,0.638447147,4/1/2021,93.28571429,5277830,175.5707
43,Tennessee,47,799226,11809,16613,0.539035695,0.468849696,4/1/2021,591.1428571,896581,11.8265
44,Texas,48,2797637,48650,62347,0.41347619,0.411743949,4/1/2021,1594.285714,6944260,168.4069
45,Utah,49,386188,2125,7079,0.404294392,0.413617743,4/1/2021,196.1428571,29730300,113.808
46,Vermont,50,19523,227,1561,0.620115311,0.837924407,4/1/2021,74.42857143,3310770,40.2917
47,Virginia,51,620801,10268,19142,0.507418243,0.550517187,4/1/2021,613.1428571,623251,67.6197
48,Washington,53,368049,5316,9676,0.578131459,0.697498967,4/1/2021,431.4285714,8603980,217.8774
49,West Virginia,54,142233,2683,4039,0.627630602,0.73830156,4/1/2021,177.4285714,7796940,117.3248
50,Wisconsin,55,637117,7327,8007,0.547271138,0.597726989,4/1/2021,350.7142857,1767860,73.5444
51,Wyoming,56,56389,700,794,0.555415617,0.590680101,4/1/2021,28.42857143,5852490,108.0633
52,Puerto Rico,72,141595,2121,2812,0.550142248,0.979374111,4/1/2021,149.2857143,581075,5.9847
1,Alabama,1,515388,10554,12322,0.262538549,0.217253693,3/31/2021,109.8571429,4934190,97.427
2,Alaska,2,62559,299,1877,0.511454449,0.611614278,3/31/2021,116.4285714,724357,1.2694
3,Arizona,4,841811,16967,13768,0.255665311,0.287768739,3/31/2021,187.1428571,7520100,66.2016
4,Arkansas,5,330398,5626,4428,0.315266486,0.275745257,3/31/2021,55.71428571,3033950,58.3059
5,California,6,3668917,59233,49358,0.386928158,0.366384375,3/31/2021,697.8571429,39613500,254.2929
6,Colorado,8,464782,6175,13697,0.600788494,0.636124699,3/31/2021,401.8571429,5893630,56.8653
7,Connecticut,9,310888,7886,10706,0.718662432,0.828133757,3/31/2021,349.8571429,3552820,733.7505
8,Delaware,10,94802,1559,3698,0.458626284,0.536235803,3/31/2021,57.14285714,990334,508.1242
9,District of Columbia,11,44513,1064,1993,0.393376819,0.460612142,3/31/2021,37.85714286,714153,11707.4262
10,Florida,12,2057727,33424,64910,0.502726853,0.555831151,3/31/2021,1479.428571,21944600,409.2233
11,Georgia,13,1035186,18473,23642,0.473310211,0.450723289,3/31/2021,448.7142857,10830000,188.3053
12,Hawaii,15,29779,460,874,0.66590389,0.885583524,3/31/2021,21.85714286,1406430,218.9678
13,Idaho,16,180643,1965,4147,0.500120569,0.477453581,3/31/2021,106.5714286,1860120,22.5079
14,Illinois,17,1248133,23579,22298,0.623194905,0.761458427,3/31/2021,708.8571429,12569300,226.3964
15,Indiana,18,689785,13039,10974,0.512575178,0.588208493,3/31/2021,252.5714286,6805660,189.9643
16,Iowa,19,351402,5743,6259,0.530755712,0.609042978,3/31/2021,169,3167970,56.7157
17,Kansas,20,304657,4913,3585,0.40390516,0.40334728,3/31/2021,73.42857143,2917220,35.6807
18,Kentucky,21,430116,6151,10906,0.406198423,0.358151476,3/31/2021,183,4480710,113.4759
19,Louisiana,22,444933,10141,7231,0.445166644,0.37505186,3/31/2021,146.8571429,4627000,107.0966
20,Maine,23,50504,743,2500,0.5524,0.6128,3/31/2021,67.71428571,1354520,43.9166
21,Maryland,24,411529,8286,11679,0.596626423,0.748694238,3/31/2021,324.1428571,6065440,624.8522
22,Massachusetts,25,635580,17185,21634,0.621198114,0.728667838,3/31/2021,649.8571429,6912240,886.1846
23,Michigan,26,745944,17112,29475,0.883121289,1.34490246,3/31/2021,1903.285714,9992430,176.7352
24,Minnesota,27,519607,6926,13528,0.634166174,0.812980485,3/31/2021,417.2857143,5706400,71.6641
25,Mississippi,28,305146,7032,5927,0.341319386,0.256622237,3/31/2021,64.42857143,2966410,63.2187
26,Missouri,29,585211,8977,57833,0.069890893,0.083101344,3/31/2021,182.5714286,6169040,89.7419
27,Montana,30,104677,1437,2133,0.559774965,0.413033286,3/31/2021,54.85714286,1085000,7.4547
28,Nebraska,31,209912,2284,3714,0.467959074,0.613354873,3/31/2021,106.7142857,1952000,25.4087
29,Nevada,32,303811,5249,5435,0.289236431,0.37700092,3/31/2021,72.28571429,3185790,29.0195
30,New Hampshire,33,84176,1238,3377,0.63784424,0.78620077,3/31/2021,119.4285714,1372200,153.2671
31,New Jersey,34,908812,24528,49399,0.588291261,0.625032895,3/31/2021,1220.142857,8874520,1206.7609
32,New Mexico,35,191652,3939,3009,0.454636092,0.457627119,3/31/2021,60.28571429,2105000,17.354
33,New York,36,1871595,49790,98527,0.536776721,0.575233185,3/31/2021,1919,19300000,409.5404
34,North Carolina,37,919817,12137,24251,0.515813781,0.538452023,3/31/2021,511.2857143,10701000,220.1037
35,North Dakota,38,103123,1498,1218,0.588669951,0.895730706,3/31/2021,64.57142857,770026,11.1596
36,Ohio,39,1017566,18609,21076,0.521398747,0.611880812,3/31/2021,635.2857143,11714600,286.6939
37,Oklahoma,40,438364,4953,7770,0.337065637,0.286872587,3/31/2021,73,3990440,58.1739
38,Oregon,41,165013,2396,3961,0.533451149,0.644281747,3/31/2021,108.1428571,4289440,44.6873
39,Pennsylvania,42,1030415,25150,35617,0.641491423,0.800235842,3/31/2021,1404.428571,12804100,286.1699
40,Rhode Island,44,137329,2619,4899,0.535415391,0.514798939,3/31/2021,130,3194370,923.4952
41,South Carolina,45,551630,9146,16104,0.485904123,0.478452558,3/31/2021,223.1428571,1061510,1026.6054
42,South Dakota,46,117759,1935,2133,0.658227848,0.651195499,3/31/2021,60.42857143,5277830,175.5707
43,Tennessee,47,797531,11798,17296,0.484678538,0.436806198,3/31/2021,349,896581,11.8265
44,Texas,48,2794027,48537,66509,0.357966591,0.412756168,3/31/2021,1078.571429,6944260,168.4069
45,Utah,49,385700,2122,7074,0.417444162,0.411224201,3/31/2021,126.4285714,29730300,113.808
46,Vermont,50,19275,227,1619,0.569487338,0.770228536,3/31/2021,39,3310770,40.2917
47,Virginia,51,618976,10252,18360,0.55751634,0.559477124,3/31/2021,352.4285714,623251,67.6197
48,Washington,53,366907,5309,9713,0.545351591,0.690208998,3/31/2021,268.2857143,8603980,217.8774
49,West Virginia,54,141738,2676,3918,0.633996937,0.745278203,3/31/2021,106.7142857,7796940,117.3248
50,Wisconsin,55,636250,7316,8177,0.518772166,0.579919286,3/31/2021,226.8571429,1767860,73.5444
51,Wyoming,56,56310,700,833,0.525810324,0.507803121,3/31/2021,17.14285714,5852490,108.0633
52,Puerto Rico,72,141085,2118,2582,0.627033308,0.96979086,3/31/2021,76.42857143,581075,5.9847
1,Alabama,1,514980,10527,14296,0.214885283,0.223209289,3/30/2021,51.57142857,4934190,97.427
2,Alaska,2,62395,299,1894,0.493664203,0.624604013,3/30/2021,93,724357,1.2694
3,Arizona,4,841078,16941,14602,0.230173949,0.262566772,3/30/2021,82.42857143,7520100,66.2016
4,Arkansas,5,330186,5616,4507,0.330596849,0.275127579,3/30/2021,25.42857143,3033950,58.3059
5,California,6,3666410,59089,50393,0.390728871,0.364217252,3/30/2021,339.7142857,39613500,254.2929
6,Colorado,8,462991,6172,14210,0.480436312,0.634412386,3/30/2021,146,5893630,56.8653
7,Connecticut,9,310056,7885,10827,0.61051076,0.876604784,3/30/2021,231,3552820,733.7505
8,Delaware,10,94573,1559,3558,0.522203485,0.551995503,3/30/2021,24.42857143,990334,508.1242
9,District of Columbia,11,44413,1061,1963,0.386143658,0.471217524,3/30/2021,23.57142857,714153,11707.4262
10,Florida,12,2052433,33337,66325,0.483799472,0.541696193,3/30/2021,723.1428571,21944600,409.2233
11,Georgia,13,1033379,18406,24393,0.484360267,0.418275735,3/30/2021,190.5714286,10830000,188.3053
12,Hawaii,15,29689,459,825,0.718787879,0.895757576,3/30/2021,9,1406430,218.9678
13,Idaho,16,180233,1960,4102,0.517064846,0.482447587,3/30/2021,48,1860120,22.5079
14,Illinois,17,1245548,23542,22885,0.553768844,0.748525235,3/30/2021,339.5714286,12569300,226.3964
15,Indiana,18,688740,13038,10837,0.513149396,0.588723817,3/30/2021,103.2857143,6805660,189.9643
16,Iowa,19,350756,5729,6355,0.493154996,0.593391031,3/30/2021,76.71428571,3167970,56.7157
17,Kansas,20,304179,4902,3710,0.40296496,0.408086253,3/30/2021,5.142857143,2917220,35.6807
18,Kentucky,21,429501,6126,11046,0.425764983,0.353883759,3/30/2021,95.14285714,4480710,113.4759
19,Louisiana,22,444414,10132,7286,0.441119956,0.36275048,3/30/2021,72.71428571,4627000,107.0966
20,Maine,23,50253,738,2444,0.566693944,0.605564648,3/30/2021,31.85714286,1354520,43.9166
21,Maryland,24,410163,8273,11548,0.581226186,0.740474541,3/30/2021,129,6065440,624.8522
22,Massachusetts,25,633081,17148,21822,0.597058015,0.70506828,3/30/2021,292.8571429,6912240,886.1846
23,Michigan,26,738878,17100,27477,0.905448193,1.365942425,3/30/2021,893.8571429,9992430,176.7352
24,Minnesota,27,517959,6914,13271,0.625800618,0.803255218,3/30/2021,181.8571429,5706400,71.6641
25,Mississippi,28,304858,7013,5955,0.333837112,0.272040302,3/30/2021,23.28571429,2966410,63.2187
26,Missouri,29,584512,8971,57539,0.070352283,0.085090113,3/30/2021,82.71428571,6169040,89.7419
27,Montana,30,104456,1437,2197,0.505234411,0.399180701,3/30/2021,23.28571429,1085000,7.4547
28,Nebraska,31,209474,2283,3752,0.467750533,0.55250533,3/30/2021,44.14285714,1952000,25.4087
29,Nevada,32,303533,5239,5551,0.294001081,0.36281751,3/30/2021,32.57142857,3185790,29.0195
30,New Hampshire,33,83714,1237,3267,0.631160086,0.790327518,3/30/2021,53.42857143,1372200,153.2671
31,New Jersey,34,905144,24486,48778,0.600209111,0.64176473,3/30/2021,696.1428571,8874520,1206.7609
32,New Mexico,35,191377,3934,3122,0.448430493,0.420563741,3/30/2021,21,2105000,17.354
33,New York,36,1863912,49696,98509,0.398796049,0.702240404,3/30/2021,821.4285714,19300000,409.5404
34,North Carolina,37,917777,12116,24697,0.488034984,0.532898733,3/30/2021,219.8571429,10701000,220.1037
35,North Dakota,38,102912,1498,1194,0.598827471,0.850921273,3/30/2021,34.42857143,770026,11.1596
36,Ohio,39,1015577,18609,21640,0.489787431,0.589417745,3/30/2021,351.1428571,11714600,286.6939
37,Oklahoma,40,437974,4850,8026,0.325068527,0.291552455,3/30/2021,17.28571429,3990440,58.1739
38,Oregon,41,164582,2395,3996,0.504754755,0.620870871,3/30/2021,46.57142857,4289440,44.6873
39,Pennsylvania,42,1025958,25106,35061,0.609594706,0.818944126,3/30/2021,767.7142857,12804100,286.1699
40,Rhode Island,44,136765,2618,4901,0.527647419,0.49561314,3/30/2021,49.42857143,3194370,923.4952
41,South Carolina,45,550669,9126,16046,0.501246417,0.48342266,3/30/2021,85.85714286,1061510,1026.6054
42,South Dakota,46,117495,1935,2139,0.611968209,0.652173913,3/30/2021,22.71428571,5277830,175.5707
43,Tennessee,47,796371,11789,16924,0.51175845,0.462183881,3/30/2021,183.2857143,896581,11.8265
44,Texas,48,2789929,48418,69554,0.352661242,0.39078989,3/30/2021,493.1428571,6944260,168.4069
45,Utah,49,385186,2118,7104,0.434966216,0.416244369,3/30/2021,53,29730300,113.808
46,Vermont,50,19109,225,1675,0.528955224,0.702089552,3/30/2021,15.28571429,3310770,40.2917
47,Virginia,51,617941,10242,18582,0.543160047,0.576202777,3/30/2021,204.5714286,623251,67.6197
48,Washington,53,365816,5302,9465,0.560908611,0.689487586,3/30/2021,112.4285714,8603980,217.8774
49,West Virginia,54,141322,2640,3835,0.628422425,0.754367666,3/30/2021,47.28571429,7796940,117.3248
50,Wisconsin,55,635523,7293,8227,0.42579312,0.666464082,3/30/2021,123,1767860,73.5444
51,Wyoming,56,56236,695,825,0.541818182,0.52969697,3/30/2021,6.571428571,5852490,108.0633
52,Puerto Rico,72,140720,2113,2543,0.633110499,0.871804955,3/30/2021,24.28571429,581075,5.9847
1,Alabama,1,514619,10526,14460,0.245504841,0.196403873,3/29/2021,0,4934190,97.427
2,Alaska,2,61744,299,1945,0.442159383,0.36503856,3/29/2021,0,724357,1.2694
3,Arizona,4,840501,16918,15123,0.221252397,0.248892416,3/29/2021,0,7520100,66.2016
4,Arkansas,5,330008,5601,4551,0.361898484,0.285871237,3/29/2021,0,3033950,58.3059
5,California,6,3664032,58988,52648,0.365711898,0.35089652,3/29/2021,0,39613500,254.2929
6,Colorado,8,461969,6166,14641,0.424697767,0.609521208,3/29/2021,0,5893630,56.8653
7,Connecticut,9,308439,7883,10476,0.626670485,0.837342497,3/29/2021,0,3552820,733.7505
8,Delaware,10,94402,1552,3534,0.513582343,0.558290889,3/29/2021,0,990334,508.1242
9,District of Columbia,11,44248,1059,1939,0.391954616,0.44610624,3/29/2021,0,714153,11707.4262
10,Florida,12,2047371,33246,68713,0.459549139,0.526363279,3/29/2021,0,21944600,409.2233
11,Georgia,13,1032045,18381,25620,0.460577674,0.419437939,3/29/2021,0,10830000,188.3053
12,Hawaii,15,29626,459,813,0.73800738,0.878228782,3/29/2021,0,1406430,218.9678
13,Idaho,16,179897,1960,4156,0.51852743,0.473532243,3/29/2021,0,1860120,22.5079
14,Illinois,17,1243171,23527,22556,0.568895194,0.734882071,3/29/2021,0,12569300,226.3964
15,Indiana,18,688017,13028,10813,0.505317673,0.58429668,3/29/2021,0,6805660,189.9643
16,Iowa,19,350219,5729,6413,0.454545455,0.623888976,3/29/2021,0,3167970,56.7157
17,Kansas,20,304143,4902,3698,0.396971336,0.416711736,3/29/2021,0,2917220,35.6807
18,Kentucky,21,428835,6104,11156,0.421835783,0.369218358,3/29/2021,0,4480710,113.4759
19,Louisiana,22,443905,10122,7061,0.495822122,0.402067696,3/29/2021,0,4627000,107.0966
20,Maine,23,50030,736,2437,0.592121461,0.569552729,3/29/2021,0,1354520,43.9166
21,Maryland,24,409260,8260,11356,0.585593519,0.737055301,3/29/2021,0,6065440,624.8522
22,Massachusetts,25,631031,17130,20921,0.593183882,0.724487357,3/29/2021,0,6912240,886.1846
23,Michigan,26,732621,17048,26296,0.879943718,1.362222391,3/29/2021,0,9992430,176.7352
24,Minnesota,27,516686,6913,12988,0.628118263,0.788574068,3/29/2021,0,5706400,71.6641
25,Mississippi,28,304695,7001,5887,0.348394768,0.299473416,3/29/2021,0,2966410,63.2187
26,Missouri,29,583933,8920,57354,0.071067406,0.085538934,3/29/2021,0,6169040,89.7419
27,Montana,30,104293,1436,1940,0.604123711,0.549484536,3/29/2021,0,1085000,7.4547
28,Nebraska,31,209165,2282,3884,0.433573635,0.525489186,3/29/2021,0,1952000,25.4087
29,Nevada,32,303305,5237,5470,0.336928702,0.353199269,3/29/2021,0,3185790,29.0195
30,New Hampshire,33,83340,1237,3225,0.600620155,0.803100775,3/29/2021,0,1372200,153.2671
31,New Jersey,34,900271,24404,48350,0.583061013,0.645997932,3/29/2021,0,8874520,1206.7609
32,New Mexico,35,191230,3927,3191,0.440300846,0.418990912,3/29/2021,0,2105000,17.354
33,New York,36,1858162,49648,98179,0.399219792,0.715305717,3/29/2021,0,19300000,409.5404
34,North Carolina,37,916238,12110,24721,0.509769022,0.52291574,3/29/2021,0,10701000,220.1037
35,North Dakota,38,102671,1498,1150,0.608695652,0.816521739,3/29/2021,0,770026,11.1596
36,Ohio,39,1013119,18526,21466,0.505683406,0.55548309,3/29/2021,0,11714600,286.6939
37,Oklahoma,40,437853,4850,7905,0.336116382,0.30398482,3/29/2021,0,3990440,58.1739
38,Oregon,41,164256,2390,3999,0.48212053,0.614153538,3/29/2021,0,4289440,44.6873
39,Pennsylvania,42,1020584,25073,34464,0.604979109,0.782323584,3/29/2021,0,12804100,286.1699
40,Rhode Island,44,136419,2613,4899,0.520922637,0.485813431,3/29/2021,0,3194370,923.4952
41,South Carolina,45,550068,9122,16212,0.494386874,0.485134468,3/29/2021,0,1061510,1026.6054
42,South Dakota,46,117336,1933,2179,0.607159247,0.625975218,3/29/2021,0,5277830,175.5707
43,Tennessee,47,795088,11761,16877,0.503347751,0.463648753,3/29/2021,0,896581,11.8265
44,Texas,48,2786477,48307,70927,0.366588182,0.396520366,3/29/2021,0,6944260,168.4069
45,Utah,49,384815,2114,7110,0.44838256,0.417580872,3/29/2021,0,29730300,113.808
46,Vermont,50,19002,225,1708,0.495901639,0.680913349,3/29/2021,0,3310770,40.2917
47,Virginia,51,616509,10219,18691,0.540581028,0.563907763,3/29/2021,0,623251,67.6197
48,Washington,53,365029,5296,9621,0.559505249,0.655025465,3/29/2021,0,8603980,217.8774
49,West Virginia,54,140991,2638,3630,0.667768595,0.795867769,3/29/2021,0,7796940,117.3248
50,Wisconsin,55,634662,7278,8188,0.501465559,0.570102589,3/29/2021,0,1767860,73.5444
51,Wyoming,56,56190,695,856,0.470794393,0.537383178,3/29/2021,0,5852490,108.0633
52,Puerto Rico,72,140550,2112,2627,0.583174724,0.834411877,3/29/2021,0,581075,5.9847
1,Alabama,1,514391,10526,10421,0.747241148,0.281258996,3/28/2021,-32.57142857,4934190,97.427
2,Alaska,2,61744,299,1950,0.454871795,0.544102564,3/28/2021,0,724357,1.2694
3,Arizona,4,839888,16919,15511,0.226291019,0.234349816,3/28/2021,-87.57142857,7520100,66.2016
4,Arkansas,5,329929,5595,4528,0.378091873,0.281360424,3/28/2021,-11.28571429,3033950,58.3059
5,California,6,3660973,58900,53883,0.358369059,0.340014476,3/28/2021,-437,39613500,254.2929
6,Colorado,8,460827,6165,14983,0.452112394,0.540612694,3/28/2021,-163.1428571,5893630,56.8653
7,Connecticut,9,305210,7865,10631,0.575110526,0.801335716,3/28/2021,-461.2857143,3552820,733.7505
8,Delaware,10,94062,1544,3582,0.532104969,0.495533222,3/28/2021,-48.57142857,990334,508.1242
9,District of Columbia,11,44175,1056,1913,0.375326712,0.494511239,3/28/2021,-10.42857143,714153,11707.4262
10,Florida,12,2043997,33177,67587,0.466672585,0.527557075,3/28/2021,-482,21944600,409.2233
11,Georgia,13,1030899,18349,26698,0.443553824,0.393849727,3/28/2021,-163.7142857,10830000,188.3053
12,Hawaii,15,29528,459,795,0.711949686,0.872955975,3/28/2021,-14,1406430,218.9678
13,Idaho,16,179511,1957,4096,0.536132813,0.490722656,3/28/2021,-55.14285714,1860120,22.5079
14,Illinois,17,1241187,23521,22973,0.537195839,0.69433683,3/28/2021,-283.4285714,12569300,226.3964
15,Indiana,18,687304,13023,10942,0.490403948,0.558947176,3/28/2021,-101.8571429,6805660,189.9643
16,Iowa,19,349714,5725,6431,0.450785259,0.610946976,3/28/2021,-72.14285714,3167970,56.7157
17,Kansas,20,303710,4891,3904,0.38960041,0.380891393,3/28/2021,-61.85714286,2917220,35.6807
18,Kentucky,21,428419,6062,11186,0.419631682,0.370731271,3/28/2021,-59.42857143,4480710,113.4759
19,Louisiana,22,443069,10087,7293,0.321404086,0.456876457,3/28/2021,-119.4285714,4627000,107.0966
20,Maine,23,49850,736,2391,0.601840234,0.579673777,3/28/2021,-25.71428571,1354520,43.9166
21,Maryland,24,408229,8251,11342,0.580585435,0.707194498,3/28/2021,-147.2857143,6065440,624.8522
22,Massachusetts,25,629531,17115,21160,0.584120983,0.702410208,3/28/2021,-214.2857143,6912240,886.1846
23,Michigan,26,723324,17038,24397,0.872156413,1.321391974,3/28/2021,-1328.142857,9992430,176.7352
24,Minnesota,27,515136,6908,12798,0.61197062,0.769182685,3/28/2021,-221.4285714,5706400,71.6641
25,Mississippi,28,304616,7001,5985,0.343692565,0.297243108,3/28/2021,-11.28571429,2966410,63.2187
26,Missouri,29,583530,8943,57725,0.066539628,0.084763967,3/28/2021,-57.57142857,6169040,89.7419
27,Montana,30,104184,1436,1836,0.694989107,0.584422658,3/28/2021,-15.57142857,1085000,7.4547
28,Nebraska,31,208867,2281,3751,0.464676086,0.553185817,3/28/2021,-42.57142857,1952000,25.4087
29,Nevada,32,303093,5236,5511,0.339502813,0.344039194,3/28/2021,-30.28571429,3185790,29.0195
30,New Hampshire,33,83027,1237,3191,0.604199311,0.778439361,3/28/2021,-44.71428571,1372200,153.2671
31,New Jersey,34,896650,24389,48670,0.572467639,0.632093692,3/28/2021,-517.2857143,8874520,1206.7609
32,New Mexico,35,191048,3927,3179,0.446681346,0.414281221,3/28/2021,-26,2105000,17.354
33,New York,36,1849190,49537,97496,0.424694346,0.67863297,3/28/2021,-1281.714286,19300000,409.5404
34,North Carolina,37,911060,12051,24960,0.509775641,0.430328526,3/28/2021,-739.7142857,10701000,220.1037
35,North Dakota,38,102615,1498,1168,0.577910959,0.79880137,3/28/2021,-8,770026,11.1596
36,Ohio,39,1011622,18526,21769,0.485093482,0.545316735,3/28/2021,-213.8571429,11714600,286.6939
37,Oklahoma,40,436971,4850,7975,0.251786834,0.310971787,3/28/2021,-126,3990440,58.1739
38,Oregon,41,163952,2386,4020,0.476368159,0.60199005,3/28/2021,-43.42857143,4289440,44.6873
39,Pennsylvania,42,1016713,25058,35003,0.585349827,0.723080879,3/28/2021,-553,12804100,286.1699
40,Rhode Island,44,135775,2608,4880,0.519877049,0.560655738,3/28/2021,-92,3194370,923.4952
41,South Carolina,45,549199,9122,16598,0.491685745,0.458910712,3/28/2021,-124.1428571,1061510,1026.6054
42,South Dakota,46,117244,1933,2196,0.566484517,0.62704918,3/28/2021,-13.14285714,5277830,175.5707
43,Tennessee,47,792811,11713,14541,0.584141393,0.587579946,3/28/2021,-325.2857143,896581,11.8265
44,Texas,48,2781961,48263,74357,0.366959399,0.363556894,3/28/2021,-645.1428571,6944260,168.4069
45,Utah,49,384621,2114,7146,0.454799888,0.410579345,3/28/2021,-27.71428571,29730300,113.808
46,Vermont,50,18820,225,1692,0.502364066,0.638297872,3/28/2021,-26,3310770,40.2917
47,Virginia,51,615366,10198,18685,0.544447418,0.559700294,3/28/2021,-163.2857143,623251,67.6197
48,Washington,53,363659,5288,9581,0.542218975,0.651184636,3/28/2021,-195.7142857,8603980,217.8774
49,West Virginia,54,140613,2634,3613,0.652643233,0.771381124,3/28/2021,-54,7796940,117.3248
50,Wisconsin,55,634317,7275,8176,0.49535225,0.57619863,3/28/2021,-49.28571429,1767860,73.5444
51,Wyoming,56,56046,695,769,0.543563069,0.604681404,3/28/2021,-20.57142857,5852490,108.0633
52,Puerto Rico,72,140103,2112,2698,0.563750927,0.730911787,3/28/2021,-63.85714286,581075,5.9847
1,Alabama,1,514072,10526,10622,0.73263039,0.281020523,3/27/2021,-78.14285714,4934190,97.427
2,Alaska,2,61744,299,1950,0.454871795,0.544102564,3/27/2021,0,724357,1.2694
3,Arizona,4,839334,16913,15760,0.232931472,0.226459391,3/27/2021,-166.7142857,7520100,66.2016
4,Arkansas,5,329860,5590,7618,0.227618798,0.172354949,3/27/2021,-21.14285714,3033950,58.3059
5,California,6,3658804,58774,55125,0.355736961,0.328344671,3/27/2021,-746.8571429,39613500,254.2929
6,Colorado,8,460114,6165,15010,0.468687542,0.52898068,3/27/2021,-265,5893630,56.8653
7,Connecticut,9,305210,7865,10631,0.575110526,0.801335716,3/27/2021,-461.2857143,3552820,733.7505
8,Delaware,10,93701,1544,3639,0.490794174,0.483374553,3/27/2021,-100.1428571,990334,508.1242
9,District of Columbia,11,44051,1056,1954,0.38024565,0.448311157,3/27/2021,-28.14285714,714153,11707.4262
10,Florida,12,2039054,33141,69427,0.450156279,0.499805551,3/27/2021,-1188.142857,21944600,409.2233
11,Georgia,13,1029997,18349,28057,0.395052928,0.398225042,3/27/2021,-292.5714286,10830000,188.3053
12,Hawaii,15,29426,459,799,0.682102628,0.829787234,3/27/2021,-28.57142857,1406430,218.9678
