,State,fips,cases,deaths,1 week increase in cases,2 change increase in cases/ 1 week increase,4 change increase in cases/ 1 week increase,latest Date Used,pop,density
49,West Virginia,54,135678,2531,4159,0.3796585717720606,0.49314739119980766,2021-03-15,7796940,117.3248
50,Wisconsin,55,625888,7179,10061,0.4116886989364874,0.4021469038862936,2021-03-15,1767860,73.5444
51,Wyoming,56,55327,691,1335,0.3235955056179775,0.31760299625468164,2021-03-15,5852490,108.0633
52,Puerto Rico,72,136826,2081,2747,0.4925373134328358,0.46377866763742265,2021-03-15,581075,5.9847
1,Alabama,01,500092,10148,14172,0.4409398814563929,0.44616144510302,2021-03-08,4934190,97.427
2,Alaska,02,59210,291,1942,0.4701338825952626,0.5051493305870237,2021-03-08,724357,1.2694
3,Arizona,04,827237,16328,26670,0.31379827521559805,0.3362954630671166,2021-03-08,7520100,66.2016
4,Arkansas,05,324951,5343,8386,0.8049129501550203,0.29119961841163844,2021-03-08,3033950,58.3059
5,California,06,3603893,54377,105844,0.3471146215184611,0.2856751445523601,2021-03-08,39613500,254.2929
6,Colorado,08,439609,6079,15304,0.5285546262415055,0.4850365917407214,2021-03-08,5893630,56.8653
7,Connecticut,09,287396,7725,11595,0.6288917636912462,0.4113842173350582,2021-03-08,3552820,733.7505
8,Delaware,10,88563,1475,4159,0.4784804039432556,0.3565761000240442,2021-03-08,990334,508.1242
9,District of Columbia,11,41579,1035,1619,0.573810994441013,0.5528103767757875,2021-03-08,714153,11707.4262
10,Florida,12,1948299,31763,89203,0.4259722206652243,0.4191114648610473,2021-03-08,21944600,409.2233
11,Georgia,13,999460,17389,42437,0.5104979145556944,0.3671560195112755,2021-03-08,10830000,188.3053
12,Hawaii,15,27862,442,696,0.5387931034482759,0.521551724137931,2021-03-08,1406430,218.9678
13,Idaho,16,173523,1893,3897,0.48627149089042854,0.4888375673595073,2021-03-08,1860120,22.5079
14,Illinois,17,1203008,23020,27833,0.4492868178062013,0.42399310171379295,2021-03-08,12569300,226.3964
15,Indiana,18,670975,12744,15649,0.37542334973480734,0.3548469550770017,2021-03-08,6805660,189.9643
16,Iowa,19,340128,5560,7868,0.4833502796136248,0.4115404168784952,2021-03-08,3167970,56.7157
17,Kansas,20,299503,4816,8847,0.2897027240872612,0.23363852153272296,2021-03-08,2917220,35.6807
18,Kentucky,21,414550,4970,18836,0.38622849861966446,0.3023996602251009,2021-03-08,4480710,113.4759
19,Louisiana,22,434289,9758,11655,0.5027885027885027,0.32475332475332475,2021-03-08,4627000,107.0966
20,Maine,23,45926,706,2175,0.5370114942528735,0.5351724137931034,2021-03-08,1354520,43.9166
21,Maryland,24,388217,7963,12416,0.46198453608247425,0.4295264175257732,2021-03-08,6065440,624.8522
22,Massachusetts,25,592344,16435,25243,0.4752604682486234,0.388266053955552,2021-03-08,6912240,886.1846
23,Michigan,26,658294,16652,15431,0.6120147754520122,0.708249627373469,2021-03-08,9992430,176.7352
24,Minnesota,27,490551,6624,10909,0.5169126409386745,0.48152901274177284,2021-03-08,5706400,71.6641
25,Mississippi,28,297651,6808,8561,0.4812521901647004,0.3103609391426235,2021-03-08,2966410,63.2187
26,Missouri,29,570729,8610,10253,0.3697454403589193,5.1820930459377745,2021-03-08,6169040,89.7419
27,Montana,30,101093,1382,2936,0.4039509536784741,0.33310626702997276,2021-03-08,1085000,7.4547
28,Nebraska,31,203546,2224,4662,0.41548691548691546,0.4268554268554269,2021-03-08,1952000,25.4087
29,Nevada,32,296470,5040,6519,0.4370302193587974,0.36968860254640284,2021-03-08,3185790,29.0195
30,New Hampshire,33,77060,1184,5166,0.3722415795586527,0.28493999225706546,2021-03-08,1372200,153.2671
31,New Jersey,34,814916,23590,44382,0.5269478617457528,0.5051597494479744,2021-03-08,8874520,1206.7609
32,New Mexico,35,187040,3813,5156,0.44103956555469354,0.33805275407292473,2021-03-08,2105000,17.354
33,New York,36,1700348,47921,108773,0.48113042758772856,0.4577238836843702,2021-03-08,19300000,409.5404
34,North Carolina,37,879279,11556,46505,0.35830555854209223,0.2857972261047199,2021-03-08,10701000,220.1037
35,North Dakota,38,100449,1479,1132,0.47703180212014135,0.5008833922261484,2021-03-08,770026,11.1596
36,Ohio,39,979726,17502,33235,0.4060779298931849,0.32652324356852713,2021-03-08,11714600,286.6939
37,Oklahoma,40,429162,4534,14859,0.3388518742849452,0.2876371222827916,2021-03-08,3990440,58.1739
38,Oregon,41,157611,2306,5720,0.477972027972028,0.3038461538461538,2021-03-08,4289440,44.6873
39,Pennsylvania,42,955337,24401,41346,0.4421951337493349,0.4118657185701156,2021-03-08,12804100,286.1699
40,Rhode Island,44,128981,2549,4876,0.534864643150123,0.49077112387202626,2021-03-08,3194370,923.4952
41,South Carolina,45,526716,8760,37186,0.3331092346582047,0.2350346904749099,2021-03-08,1061510,1026.6054
42,South Dakota,46,113596,1901,2051,0.5538761579717211,0.5490004875670405,2021-03-08,5277830,175.5707
43,Tennessee,47,770202,11459,21362,0.42481977342945415,0.38905533189776237,2021-03-08,896581,11.8265
44,Texas,48,2699863,45570,101851,0.5287036946127186,0.3773944291170435,2021-03-08,6944260,168.4069
45,Utah,49,375165,1977,12008,0.3679213857428381,0.30121585609593604,2021-03-08,29730300,113.808
46,Vermont,50,16199,208,1562,0.4327784891165173,0.5857874519846351,2021-03-08,3310770,40.2917
47,Virginia,51,586592,9683,34445,0.3455944258963565,0.27342139642908986,2021-03-08,623251,67.6197
48,Washington,53,348485,5129,11684,0.46336870934611435,0.40756590208832594,2021-03-08,8603980,217.8774
49,West Virginia,54,133627,2325,4748,0.46208930075821397,0.33256107834877846,2021-03-08,7796940,117.3248
50,Wisconsin,55,621842,7111,11322,0.44046988164635226,0.3658364246599541,2021-03-08,1767860,73.5444
51,Wyoming,56,54903,682,1116,0.5116487455197133,0.3870967741935484,2021-03-08,5852490,108.0633
52,Puerto Rico,72,135552,2066,3096,0.42861757105943155,0.437015503875969,2021-03-08,581075,5.9847
1,Alabama,01,493769,9931,20745,0.2851289467341528,0.3012292118582791,2021-03-01,4934190,97.427
2,Alaska,02,58229,289,1917,0.6823161189358372,0.476264997391758,2021-03-01,724357,1.2694
3,Arizona,04,818268,15979,36387,0.30378981504383434,0.22999972517657405,2021-03-01,7520100,66.2016
4,Arkansas,05,322509,5250,16854,0.14305209445828884,0.40049839800640796,2021-03-01,3033950,58.3059
5,California,06,3573656,52487,148867,0.3122854628628239,0.24679747694250573,2021-03-01,39613500,254.2929
6,Colorado,08,432186,6046,17521,0.41047885394669253,0.46167456195422635,2021-03-01,5893630,56.8653
7,Connecticut,09,282626,7651,16288,0.31262278978388996,0.44769155206286837,2021-03-01,3552820,733.7505
8,Delaware,10,87080,1422,4744,0.390177065767285,0.4194772344013491,2021-03-01,990334,508.1242
9,District of Columbia,11,40684,1019,1993,0.3783241344706473,0.46613146011038636,2021-03-01,714153,11707.4262
10,Florida,12,1910913,30998,103881,0.40368306042490926,0.3657839258382187,2021-03-01,21944600,409.2233
11,Georgia,13,983879,16834,54022,0.36524008737181146,0.401021805930917,2021-03-01,10830000,188.3053
12,Hawaii,15,27499,436,933,0.3440514469453376,0.40192926045016075,2021-03-01,1406430,218.9678
13,Idaho,16,171618,1869,4275,0.5045614035087719,0.4432748538011696,2021-03-01,1860120,22.5079
14,Illinois,17,1191207,22759,34886,0.36129106231726194,0.3584532477211489,2021-03-01,12569300,226.3964
15,Indiana,18,665422,12595,21334,0.31456829474078934,0.2753820193118965,2021-03-01,6805660,189.9643
16,Iowa,19,336890,5472,9539,0.35234301289443337,0.3986791068246147,2021-03-01,3167970,56.7157
17,Kansas,20,297436,4743,10923,0.39943239036894623,0.23464249748237664,2021-03-01,2917220,35.6807
18,Kentucky,21,408854,4802,25152,0.3102735368956743,0.28924141221374045,2021-03-01,4480710,113.4759
19,Louisiana,22,430504,9628,18803,0.22602776152741583,0.3116523958942722,2021-03-01,4627000,107.0966
20,Maine,23,44762,703,3134,0.29259731971920866,0.37268666241225273,2021-03-01,1354520,43.9166
21,Maryland,24,382884,7879,16073,0.3274435388539787,0.3568717725377963,2021-03-01,6065440,624.8522
22,Massachusetts,25,582543,16144,32927,0.34002490357457404,0.3643514441036232,2021-03-01,6912240,886.1846
23,Michigan,26,647365,16509,19025,0.403311432325887,0.49639947437582127,2021-03-01,9992430,176.7352
24,Minnesota,27,485298,6554,11641,0.46576754574349283,0.4844085559659823,2021-03-01,5706400,71.6641
25,Mississippi,28,294994,6681,12274,0.23578295584161643,0.33566889359621965,2021-03-01,2966410,63.2187
26,Missouri,29,517597,8385,14162,0.3371698912582968,0.2676881796356447,2021-03-01,6169040,89.7419
27,Montana,30,100115,1358,3429,0.39486730825313504,0.3458734324876057,2021-03-01,1085000,7.4547
28,Nebraska,31,201556,2205,5649,0.3289077712869534,0.3428925473535139,2021-03-01,1952000,25.4087
29,Nevada,32,294060,4957,9536,0.255243288590604,0.29876258389261745,2021-03-01,3185790,29.0195
30,New Hampshire,33,75588,1170,4959,0.5339786247227264,0.3877797943133696,2021-03-01,1372200,153.2671
31,New Jersey,34,792496,23273,47086,0.4603703861020261,0.49668691330756487,2021-03-01,8874520,1206.7609
32,New Mexico,35,185297,3731,6211,0.3641925615842859,0.3661246176139108,2021-03-01,2105000,17.354
33,New York,36,1650560,47247,117569,0.4385594842177785,0.445134346638995,2021-03-01,19300000,409.5404
34,North Carolina,37,865988,11286,65413,0.3142188861541284,0.25473529726506966,2021-03-01,10701000,220.1037
35,North Dakota,38,99882,1475,965,0.6932642487046632,0.5595854922279793,2021-03-01,770026,11.1596
36,Ohio,39,968874,17348,42186,0.3345422652064666,0.3199165599962073,2021-03-01,11714600,286.6939
37,Oklahoma,40,424888,4478,23404,0.23846351051102377,0.2151341650999829,2021-03-01,3990440,58.1739
38,Oregon,41,155873,2222,7091,0.37723875334931606,0.38555915949795516,2021-03-01,4289440,44.6873
39,Pennsylvania,42,938308,24065,49334,0.38067053147930435,0.3705963432926582,2021-03-01,12804100,286.1699
40,Rhode Island,44,126588,2517,5831,0.3760932944606414,0.4472646201337678,2021-03-01,3194370,923.4952
41,South Carolina,45,517976,8562,43102,0.3844601178599601,0.2873880562386896,2021-03-01,1061510,1026.6054
42,South Dakota,46,112470,1888,2061,0.4648229015041242,0.5511887433284813,2021-03-01,5277830,175.5707
43,Tennessee,47,761891,11327,29711,0.25801891555316214,0.30544242873009997,2021-03-01,896581,11.8265
44,Texas,48,2661425,44078,157321,0.2274775776914716,0.3422874250735757,2021-03-01,6944260,168.4069
45,Utah,49,371548,1940,14605,0.3639164669633687,0.30249914412872303,2021-03-01,29730300,113.808
46,Vermont,50,15284,205,1779,0.419336706014615,0.37998875772906127,2021-03-01,3310770,40.2917
47,Virginia,51,577174,8783,43898,0.3128160736252221,0.27117408537974397,2021-03-01,623251,67.6197
48,Washington,53,343723,5038,13602,0.514924275841788,0.3980297015144832,2021-03-01,8603980,217.8774
49,West Virginia,54,132048,2300,6464,0.30399133663366334,0.33941831683168316,2021-03-01,7796940,117.3248
50,Wisconsin,55,617700,7019,14718,0.34474792770756896,0.3388367984780541,2021-03-01,1767860,73.5444
51,Wyoming,56,54471,671,1079,0.7080630213160334,0.5291936978683967,2021-03-01,5852490,108.0633
52,Puerto Rico,72,134199,2037,3599,0.3945540427896638,0.3687135315365379,2021-03-01,581075,5.9847
1,Alabama,01,487520,9592,30339,0.27215794851511255,0.19496357823263785,2021-02-22,4934190,97.427
2,Alaska,02,57316,279,2313,0.2741028966709901,0.5654993514915694,2021-02-22,724357,1.2694
3,Arizona,04,809899,15502,54998,0.28393759773082655,0.200989126877341,2021-02-22,7520100,66.2016
4,Arkansas,05,315759,5363,22671,0.2635525561289753,0.10634731595430286,2021-02-22,3033950,58.3059
5,California,06,3536916,49531,218233,0.2719799480371896,0.21302461130993022,2021-02-22,39613500,254.2929
6,Colorado,08,424097,5990,19566,0.4145967494633548,0.3675764080547889,2021-02-22,5893630,56.8653
7,Connecticut,09,275334,7562,20107,0.32341970458049435,0.25324513850897695,2021-02-22,3552820,733.7505
8,Delaware,10,85090,1368,5740,0.4020905923344948,0.3224738675958188,2021-02-22,990334,508.1242
9,District of Columbia,11,39755,995,2631,0.32877232991258076,0.28658304827061953,2021-02-22,714153,11707.4262
10,Florida,12,1872915,30064,125551,0.3764844565156789,0.3340076940844756,2021-02-22,21944600,409.2233
11,Georgia,13,962215,16313,72742,0.31214429078111683,0.2712463226196695,2021-02-22,10830000,188.3053
12,Hawaii,15,27124,428,1219,0.30762920426579166,0.26333059885151766,2021-02-22,1406430,218.9678
13,Idaho,16,169723,1828,5644,0.3082919914953933,0.3821757618710135,2021-02-22,1860120,22.5079
14,Illinois,17,1178702,22506,43481,0.35024493456912215,0.2898737379545089,2021-02-22,12569300,226.3964
15,Indiana,18,659547,12407,27588,0.3239814412063216,0.2432579382340148,2021-02-22,6805660,189.9643
16,Iowa,19,333087,5374,11312,0.3984264497878359,0.29711810466760963,2021-02-22,3167970,56.7157
17,Kansas,20,294873,4643,13806,0.3247863247863248,0.31602201941184993,2021-02-22,2917220,35.6807
18,Kentucky,21,401579,4619,31281,0.35267414724593205,0.24948051532879384,2021-02-22,4480710,113.4759
19,Louisiana,22,424644,9477,27047,0.27378267460346806,0.1571338780641106,2021-02-22,4627000,107.0966
20,Maine,23,43594,658,4373,0.2876743654241939,0.20969586096501258,2021-02-22,1354520,43.9166
21,Maryland,24,377148,7732,21379,0.3345806632676926,0.2461761541699799,2021-02-22,6065440,624.8522
22,Massachusetts,25,570546,15853,41615,0.33754655773158715,0.269037606632224,2021-02-22,6912240,886.1846
23,Michigan,26,637921,16334,24041,0.32269872301484964,0.31916309637702256,2021-02-22,9992430,176.7352
24,Minnesota,27,479659,6501,12899,0.425381812543608,0.42034266222187766,2021-02-22,5706400,71.6641
25,Mississippi,28,290874,6553,17167,0.33011009494961263,0.16857925088833225,2021-02-22,2966410,63.2187
26,Missouri,29,513806,8167,19647,0.2788211940754314,0.24303964981931084,2021-02-22,6169040,89.7419
27,Montana,30,98929,1342,4088,0.386986301369863,0.3312133072407045,2021-02-22,1085000,7.4547
28,Nebraska,31,199619,2171,6107,0.4591452431635828,0.30424103487800885,2021-02-22,1952000,25.4087
29,Nevada,32,291211,4882,12673,0.32233883058470764,0.19206186380493964,2021-02-22,3185790,29.0195
30,New Hampshire,33,73665,1154,5731,0.43936485779096146,0.46204850811376724,2021-02-22,1372200,153.2671
31,New Jersey,34,769109,22874,57776,0.3929832456383273,0.375190390473553,2021-02-22,8874520,1206.7609
32,New Mexico,35,183023,3637,8171,0.35417941500428346,0.27683270101578755,2021-02-22,2105000,17.354
33,New York,36,1598226,46454,141529,0.40424224010626797,0.36431402751379577,2021-02-22,19300000,409.5404
34,North Carolina,37,849325,10976,77644,0.33423059090206586,0.26472103446499406,2021-02-22,10701000,220.1037
35,North Dakota,38,99342,1468,1311,0.3531655225019069,0.5102974828375286,2021-02-22,770026,11.1596
36,Ohio,39,955378,16874,53487,0.3575074317123787,0.2638585076747621,2021-02-22,11714600,286.6939
37,Oklahoma,40,419853,4203,30141,0.30781991307521317,0.1851630669188149,2021-02-22,3990440,58.1739
38,Oregon,41,153139,2166,8832,0.34476902173913043,0.30287590579710144,2021-02-22,4289440,44.6873
39,Pennsylvania,42,920025,23657,65014,0.3470944719598856,0.28886086073768724,2021-02-22,12804100,286.1699
40,Rhode Island,44,123980,2466,7350,0.3650340136054422,0.29836734693877554,2021-02-22,3194370,923.4952
41,South Carolina,45,505589,8332,46986,0.4387477120844507,0.3526795215596135,2021-02-22,1061510,1026.6054
42,South Dakota,46,111334,1863,2103,0.519733713742273,0.4555397051830718,2021-02-22,5277830,175.5707
43,Tennessee,47,752816,11059,35519,0.385596441341254,0.21582814831498634,2021-02-22,896581,11.8265
44,Texas,48,2607576,42484,235334,0.28072441721128266,0.15206897430885466,2021-02-22,6944260,168.4069
45,Utah,49,367130,1853,17853,0.37489497563434715,0.2977090685038929,2021-02-22,29730300,113.808
46,Vermont,50,14608,198,1881,0.43381180223285487,0.39659755449229134,2021-02-22,3310770,40.2917
47,Virginia,51,565270,7486,52206,0.3967551622418879,0.2630349002030418,2021-02-22,623251,67.6197
48,Washington,53,338309,4924,20136,0.232419547079857,0.3478347238776321,2021-02-22,8603980,217.8774
49,West Virginia,54,129854,2263,9267,0.30031293838351136,0.2120427322758174,2021-02-22,7796940,117.3248
50,Wisconsin,55,612713,6876,18914,0.3303373162736597,0.26826689224912764,2021-02-22,1767860,73.5444
51,Wyoming,56,53900,662,1722,0.20441347270615565,0.4436701509872242,2021-02-22,5852490,108.0633
52,Puerto Rico,72,132872,1983,4565,0.36714129244249727,0.31106243154435925,2021-02-22,581075,5.9847
1,Alabama,01,481605,9244,36832,0.3390529973935708,0.22418006081668115,2021-02-15,4934190,97.427
2,Alaska,02,56008,271,2306,0.5563746747614917,0.27493495229835213,2021-02-15,724357,1.2694
3,Arizona,04,798845,14978,83176,0.2497234779263249,0.1877464653265365,2021-02-15,7520100,66.2016
4,Arkansas,05,313348,5275,24231,0.4489703272667244,0.24658495315917625,2021-02-15,3033950,58.3059
5,California,06,3490427,47115,309300,0.28940187520206917,0.19190106692531522,2021-02-15,39613500,254.2929
6,Colorado,08,416905,5924,21073,0.44649551558866796,0.3849475632325725,2021-02-15,5893630,56.8653
7,Connecticut,09,270242,7447,23829,0.4106341013051324,0.2729027655377901,2021-02-15,3552820,733.7505
8,Delaware,10,83239,1283,7585,0.3211601845748187,0.3042847725774555,2021-02-15,990334,508.1242
9,District of Columbia,11,39001,980,2975,0.3791596638655462,0.2907563025210084,2021-02-15,714153,11707.4262
10,Florida,12,1830980,28933,147826,0.38297051939442317,0.3197543057378269,2021-02-15,21944600,409.2233
11,Georgia,13,942484,15451,92155,0.3398187835711573,0.24638923552710107,2021-02-15,10830000,188.3053
12,Hawaii,15,26803,423,1446,0.38589211618257263,0.25933609958506226,2021-02-15,1406430,218.9678
13,Idaho,16,167566,1805,7650,0.33137254901960783,0.22745098039215686,2021-02-15,1860120,22.5079
14,Illinois,17,1166098,22166,56493,0.3479546138459632,0.269573221461066,2021-02-15,12569300,226.3964
15,Indiana,18,652836,12191,35742,0.346818868557999,0.25006994572211966,2021-02-15,6805660,189.9643
16,Iowa,19,329726,5237,14105,0.35675292449485996,0.3195320808224034,2021-02-15,3167970,56.7157
17,Kansas,20,290510,4406,17068,0.37725568314975394,0.2627138504804312,2021-02-15,2917220,35.6807
18,Kentucky,21,393775,4464,36641,0.3853606615539969,0.3010834857127262,2021-02-15,4480710,113.4759
19,Louisiana,22,420394,9325,31640,0.3602402022756005,0.23403919089759798,2021-02-15,4627000,107.0966
20,Maine,23,42677,649,5667,0.33103935062643375,0.22198694194459148,2021-02-15,1354520,43.9166
21,Maryland,24,371885,7580,27395,0.3256068625661617,0.261106041248403,2021-02-15,6065440,624.8522
22,Massachusetts,25,559350,15517,52982,0.35634743875278396,0.26512777924578157,2021-02-15,6912240,886.1846
23,Michigan,26,630248,16119,27377,0.411549841107499,0.28337655696387476,2021-02-15,9992430,176.7352
24,Minnesota,27,474237,6446,15179,0.4054285526055735,0.3614862639172541,2021-02-15,5706400,71.6641
25,Mississippi,28,287980,6464,21774,0.30343528979516854,0.26026453568476166,2021-02-15,2966410,63.2187
26,Missouri,29,509031,7879,25517,0.3403221381823882,0.21468040913900538,2021-02-15,6169040,89.7419
27,Montana,30,97575,1329,4562,0.4048662867163525,0.346777729066199,2021-02-15,1085000,7.4547
28,Nebraska,31,197761,2124,8884,0.32023863124718593,0.3156235929761369,2021-02-15,1952000,25.4087
29,Nevada,32,288777,4722,16361,0.33317034411099566,0.24967911496852271,2021-02-15,3185790,29.0195
30,New Hampshire,33,71017,1135,8194,0.29790090309982914,0.3072980229436173,2021-02-15,1372200,153.2671
31,New Jersey,34,747432,22466,69272,0.35196038803556995,0.3277659083034993,2021-02-15,8874520,1206.7609
32,New Mexico,35,180761,3540,10287,0.32244580538543793,0.28132594536794014,2021-02-15,2105000,17.354
33,New York,36,1546665,45552,172868,0.34915079714001435,0.3309577249693408,2021-02-15,19300000,409.5404
34,North Carolina,37,828771,10545,87043,0.45336213136036213,0.2981399997702285,2021-02-15,10701000,220.1037
35,North Dakota,38,98673,1461,1752,0.2865296803652968,0.2642694063926941,2021-02-15,770026,11.1596
36,Ohio,39,941265,16394,68013,0.33911164042168407,0.281152132680517,2021-02-15,11714600,286.6939
37,Oklahoma,40,414272,4041,34052,0.41483613297309996,0.2724656407846823,2021-02-15,3990440,58.1739
38,Oregon,41,150464,2137,9522,0.42491073303927746,0.3197857592942659,2021-02-15,4289440,44.6873
39,Pennsylvania,42,901245,23157,75421,0.35491441375744154,0.2992004879277655,2021-02-15,12804100,286.1699
40,Rhode Island,44,121787,2334,11513,0.273430035611917,0.2330409102753409,2021-02-15,3194370,923.4952
41,South Carolina,45,489018,8034,54452,0.4129692205979578,0.3785903180783075,2021-02-15,1061510,1026.6054
42,South Dakota,46,110376,1844,2656,0.3644578313253012,0.4115210843373494,2021-02-15,5277830,175.5707
43,Tennessee,47,745150,10846,40524,0.3951979074128911,0.3379725594709308,2021-02-15,896581,11.8265
44,Texas,48,2571789,41484,275894,0.33076833856481114,0.23945428316672346,2021-02-15,6944260,168.4069
45,Utah,49,361815,1796,22291,0.3549414561930824,0.3002557085819389,2021-02-15,29730300,113.808
46,Vermont,50,13862,190,1863,0.5169082125603864,0.43800322061191627,2021-02-15,3310770,40.2917
47,Virginia,51,551538,7016,61090,0.379522016696677,0.33905712882632183,2021-02-15,623251,67.6197
48,Washington,53,331305,4739,23964,0.37230846269404105,0.19529293940911366,2021-02-15,8603980,217.8774
49,West Virginia,54,127889,2212,11616,0.3168904958677686,0.23958333333333334,2021-02-15,7796940,117.3248
50,Wisconsin,55,607639,6753,23586,0.35911133723395233,0.2649029085050454,2021-02-15,1767860,73.5444
51,Wyoming,56,53136,647,2349,0.30949340144742443,0.14985100042571306,2021-02-15,5852490,108.0633
52,Puerto Rico,72,131452,1920,6299,0.30528655342117794,0.2660739799968249,2021-02-15,581075,5.9847
1,Alabama,01,473348,8523,39009,0.45761234586890204,0.3201312517624138,2021-02-08,4934190,97.427
2,Alaska,02,55374,269,2950,0.34915254237288135,0.43491525423728816,2021-02-08,724357,1.2694
3,Arizona,04,783229,14055,100460,0.34070276727055543,0.20675890901851482,2021-02-08,7520100,66.2016
4,Arkansas,05,307373,5106,28358,0.41582622187742435,0.38363072148952676,2021-02-08,3033950,58.3059
5,California,06,3431072,44440,442443,0.29093239129108156,0.20231306631588702,2021-02-08,39613500,254.2929
6,Colorado,08,408793,5832,24412,0.4160658692446338,0.38542520072095693,2021-02-08,5893630,56.8653
7,Connecticut,09,263739,7282,30274,0.34095263262205194,0.32321463962476055,2021-02-08,3552820,733.7505
8,Delaware,10,80931,1208,9364,0.3528406663818881,0.2601452370781717,2021-02-08,990334,508.1242
9,District of Columbia,11,38136,956,3512,0.42796127562642367,0.3211845102505695,2021-02-08,714153,11707.4262
10,Florida,12,1783712,27814,169583,0.40651480396030265,0.3338365284256087,2021-02-08,21944600,409.2233
11,Georgia,13,919778,14679,106958,0.387310907085024,0.29278782325772734,2021-02-08,10830000,188.3053
12,Hawaii,15,26428,415,1747,0.3783629078420149,0.31940469376073266,2021-02-08,1406430,218.9678
13,Idaho,16,165826,1778,9625,0.32301298701298703,0.2633766233766234,2021-02-08,1860120,22.5079
14,Illinois,17,1150869,21779,70938,0.3358425667484282,0.27710113056471847,2021-02-08,12569300,226.3964
15,Indiana,18,643898,11875,45955,0.3305842672179306,0.26974213904906974,2021-02-08,6805660,189.9643
16,Iowa,19,325219,5110,16133,0.3892642409967148,0.3119072708113804,2021-02-08,3167970,56.7157
17,Kansas,20,286026,4197,21799,0.33795128216890685,0.29538052204229553,2021-02-08,2917220,35.6807
18,Kentucky,21,382743,4276,42048,0.4081288051750381,0.335806697108067,2021-02-08,4480710,113.4759
19,Louisiana,22,412989,9142,37708,0.41500477352285986,0.3022700753155829,2021-02-08,4627000,107.0966
20,Maine,23,41419,636,7435,0.33584398117014125,0.252320107599193,2021-02-08,1354520,43.9166
21,Maryland,24,364732,7372,33479,0.3721437318916336,0.2664356760954628,2021-02-08,6065440,624.8522
22,Massachusetts,25,545303,15054,66646,0.3411307505326651,0.2832878192239594,2021-02-08,6912240,886.1846
23,Michigan,26,622490,15854,32604,0.3917924181082076,0.34557109557109555,2021-02-08,9992430,176.7352
24,Minnesota,27,468750,6370,18231,0.3699742197356152,0.3375569085623389,2021-02-08,5706400,71.6641
25,Mississippi,28,282313,6270,24837,0.42517212223698514,0.266014413979144,2021-02-08,2966410,63.2187
26,Missouri,29,503553,7578,29414,0.3727136737607942,0.29523356224926905,2021-02-08,6169040,89.7419
27,Montana,30,95993,1315,5148,0.4353146853146853,0.3587801087801088,2021-02-08,1085000,7.4547
28,Nebraska,31,194957,2092,11195,0.2913800803930326,0.2541313086199196,2021-02-08,1952000,25.4087
29,Nevada,32,284692,4524,21535,0.3353610401671697,0.25312282331088926,2021-02-08,3185790,29.0195
30,New Hampshire,33,68499,1106,10461,0.31450148169391073,0.23334289264888633,2021-02-08,1372200,153.2671
31,New Jersey,34,724727,22011,76786,0.43491000963717347,0.3175188185346287,2021-02-08,8874520,1206.7609
32,New Mexico,35,177867,3414,12609,0.38496312157982393,0.26306606392259496,2021-02-08,2105000,17.354
33,New York,36,1489453,44512,197896,0.4101750414359057,0.304993531956179,2021-02-08,19300000,409.5404
34,North Carolina,37,802820,10030,92182,0.4142023388514027,0.42808791304159166,2021-02-08,10701000,220.1037
35,North Dakota,38,98210,1454,2061,0.3925278990781174,0.2435710819990296,2021-02-08,770026,11.1596
36,Ohio,39,922143,11695,83699,0.36348104517377744,0.27555884777595907,2021-02-08,11714600,286.6939
37,Oklahoma,40,404994,3817,39606,0.4043579255668333,0.3566631318487098,2021-02-08,3990440,58.1739
38,Oregon,41,147419,2043,11980,0.3994991652754591,0.33772954924874793,2021-02-08,4289440,44.6873
39,Pennsylvania,42,878679,22497,81698,0.46813875492668117,0.32764571960145905,2021-02-08,12804100,286.1699
40,Rhode Island,44,119104,2236,11147,0.376962411411142,0.2824078227325738,2021-02-08,3194370,923.4952
41,South Carolina,45,468403,7690,63763,0.3842196885341029,0.35266533883286544,2021-02-08,1061510,1026.6054
42,South Dakota,46,109283,1809,3681,0.30834012496604185,0.262972018473241,2021-02-08,5277830,175.5707
43,Tennessee,47,731454,10465,50557,0.3857823842395712,0.3167711691753862,2021-02-08,896581,11.8265
44,Texas,48,2505725,39655,278766,0.5168384953688757,0.32736058199349993,2021-02-08,6944260,168.4069
45,Utah,49,355122,1739,29767,0.3339604259750731,0.2657976954345416,2021-02-08,29730300,113.808
46,Vermont,50,13046,183,2087,0.439865836128414,0.46142788691902253,2021-02-08,3310770,40.2917
47,Virginia,51,530825,6820,75233,0.38574827535788814,0.3081759334334667,2021-02-08,623251,67.6197
48,Washington,53,326625,4540,25418,0.44118341332913685,0.35101109449996065,2021-02-08,8603980,217.8774
49,West Virginia,54,125106,2131,13557,0.41203806151803496,0.271520247842443,2021-02-08,7796940,117.3248
50,Wisconsin,55,601391,6619,30535,0.3420337317831996,0.2773866055346324,2021-02-08,1767860,73.5444
51,Wyoming,56,52784,624,3667,0.2713389691846196,0.19825470411780746,2021-02-08,5852490,108.0633
52,Puerto Rico,72,129776,1888,8128,0.3250492125984252,0.23658956692913385,2021-02-08,581075,5.9847
1,Alabama,01,460860,7688,49933,0.3801293733603028,0.35749904872529187,2021-02-01,4934190,97.427
2,Alaska,02,54091,253,3675,0.3472108843537415,0.2802721088435374,2021-02-01,724357,1.2694
3,Arizona,04,762458,13124,117740,0.41573806692712756,0.29069984712077457,2021-02-01,7520100,66.2016
